                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-2264.154
                ,+ 7 factors in 7 blocks,  AIC                ,4932.309
                ,+ AR(1) idiosyncratic  ,  BIC                ,5511.551
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,5167.674
Time:           ,22:39:20               ,  EM Iterations      ,43
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Vax1            ,-0.14 ,-0.33   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.01
Vax3            ,-0.17 ,-0.34   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.00
Gather1         ,-0.17 ,-0.35   ,.       ,.    ,.          ,.         ,.        ,0.93                   ,0.00
Gather2         ,-0.19 ,-0.32   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.03
Gather3         ,-0.17 ,-0.24   ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.09
Gather4         ,-0.12 ,-0.12   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.19
Curfew          ,0.16  ,0.13    ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.14
Mask1           ,0.15  ,0.11    ,.       ,.    ,.          ,.         ,.        ,0.97                   ,0.12
Mask2           ,0.16  ,0.15    ,.       ,.    ,.          ,.         ,.        ,0.96                   ,0.14
School          ,0.13  ,0.08    ,.       ,.    ,.          ,.         ,.        ,1.01                   ,0.32
ARP             ,0.17  ,0.23    ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.21
PPP             ,0.00  ,0.05    ,.       ,.    ,.          ,.         ,.        ,-0.03                  ,0.98
CARES           ,0.20  ,-0.22   ,.       ,.    ,.          ,.         ,.        ,0.11                   ,0.88
Cons1           ,0.11  ,.       ,.       ,.    ,-0.07      ,.         ,.        ,-0.41                  ,0.82
Cons2           ,0.20  ,.       ,.       ,.    ,0.37       ,.         ,.        ,-0.33                  ,0.00
Cons3           ,0.20  ,.       ,.       ,.    ,0.37       ,.         ,.        ,-0.33                  ,0.00
Cons4           ,0.25  ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.06                   ,0.18
Cons5           ,0.25  ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.07                   ,0.18
Employment1     ,0.19  ,.       ,.       ,.    ,.          ,0.52      ,.        ,-0.30                  ,0.47
Employment2     ,0.23  ,.       ,.       ,.    ,.          ,0.45      ,.        ,-0.23                  ,0.38
UI              ,-0.02 ,.       ,.       ,.    ,.          ,0.07      ,.        ,0.72                   ,0.47
PartR           ,-0.15 ,.       ,.       ,.    ,.          ,0.26      ,.        ,1.03                   ,0.03
CPI             ,0.13  ,.       ,.       ,.    ,.          ,.         ,0.01     ,-0.07                  ,0.84
PCE             ,0.04  ,.       ,.       ,.    ,.          ,.         ,-0.70    ,0.16                   ,0.25
PCEC            ,0.04  ,.       ,.       ,.    ,.          ,.         ,0.70     ,-0.70                  ,0.11
FixAss          ,0.07  ,.       ,.       ,-0.04,.          ,.         ,.        ,-0.06                  ,0.95
Prod            ,0.15  ,.       ,.       ,0.06 ,.          ,.         ,.        ,-0.13                  ,0.78
GDP             ,-0.14 ,.       ,.       ,0.25 ,.          ,.         ,.        ,0.32                   ,0.63
TBill1mo        ,-0.14 ,.       ,.       ,-0.06,.          ,.         ,.        ,0.90                   ,0.18
TBill6mo        ,-0.03 ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.34                   ,0.89
TBill1yr        ,-0.02 ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.33                   ,0.90
TBill5yr        ,0.03  ,.       ,.       ,0.42 ,.          ,.         ,.        ,0.62                   ,0.00
TBill10yr       ,0.03  ,.       ,.       ,0.42 ,.          ,.         ,.        ,0.62                   ,0.00
TBill30yr       ,0.19  ,.       ,.       ,0.24 ,.          ,.         ,.        ,0.47                   ,0.51
FFR             ,0.19  ,.       ,.       ,0.24 ,.          ,.         ,.        ,0.47                   ,0.51
    Transition: Factor block 0
      ,L1.Global,   error variance
Global,0.79     ,2.02
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.89       ,1.53
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.50       ,3.71
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.73    ,2.62
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.04         ,4.98
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.53         ,0.36
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.11        ,1.54

Warnings:
[1] Covariance matrix not calculated.
