                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 45 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3334.893
                ,+ 7 factors in 7 blocks,  AIC                ,7065.785
                ,+ AR(1) idiosyncratic  ,  BIC                ,7633.557
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7296.490
Time:           ,22:38:14               ,  EM Iterations      ,1777
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
        ,L1.Pandemic,   error variance
Pandemic,0.75       ,2.09
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.75    ,3.07
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.38          ,7.57
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.87         ,0.20
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.01        ,1.03

Warnings:
[1] Covariance matrix not calculated.
