                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-926.168
                ,+ 8 factors in 7 blocks,  AIC                ,2370.337
                ,+ AR(1) idiosyncratic  ,  BIC                ,2843.955
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2547.757
Time:           ,00:24:44               ,  EM Iterations      ,310
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Employment1     ,0.15    ,0.02    ,.       ,.       ,.    ,.          ,0.54      ,.        ,0.23                   ,0.02
Employment2     ,0.19    ,0.08    ,.       ,.       ,.    ,.          ,0.44      ,.        ,0.18                   ,0.07
UI              ,0.01    ,-0.09   ,.       ,.       ,.    ,.          ,-0.04     ,.        ,0.54                   ,0.63
PartR           ,-0.15   ,0.02    ,.       ,.       ,.    ,.          ,0.05      ,.        ,0.85                   ,0.20
UR              ,0.14    ,0.12    ,.       ,.       ,.    ,.          ,-0.28     ,.        ,0.03                   ,0.58
CPI             ,0.04    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.67     ,-0.00                  ,0.97
CPIU            ,0.01    ,-0.01   ,.       ,.       ,.    ,.          ,.         ,0.16     ,0.00                   ,1.00
PCEC            ,0.04    ,-0.03   ,.       ,.       ,.    ,.          ,.         ,-0.69    ,-0.06                  ,0.96
FixAss          ,0.04    ,0.07    ,.       ,.       ,-0.05,.          ,.         ,.        ,-0.16                  ,1.01
Prod            ,0.10    ,0.17    ,.       ,.       ,0.03 ,.          ,.         ,.        ,-0.11                  ,0.46
GDP             ,-0.11   ,-0.17   ,.       ,.       ,0.13 ,.          ,.         ,.        ,0.19                   ,0.71
TBill1mo        ,-0.17   ,0.16    ,.       ,.       ,-0.10,.          ,.         ,.        ,0.69                   ,0.11
TBill6mo        ,0.06    ,-0.05   ,.       ,.       ,0.37 ,.          ,.         ,.        ,0.55                   ,0.14
TBill1yr        ,0.07    ,-0.04   ,.       ,.       ,0.37 ,.          ,.         ,.        ,0.55                   ,0.14
TBill5yr        ,0.16    ,-0.01   ,.       ,.       ,0.33 ,.          ,.         ,.        ,0.60                   ,0.00
TBill10yr       ,0.17    ,-0.00   ,.       ,.       ,0.32 ,.          ,.         ,.        ,0.53                   ,0.00
TBill30yr       ,0.18    ,0.06    ,.       ,.       ,0.27 ,.          ,.         ,.        ,0.45                   ,0.10
FFR             ,0.18    ,0.07    ,.       ,.       ,0.27 ,.          ,.         ,.        ,0.44                   ,0.09
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.68       ,-0.30      ,Global.1           ,6.24    ,4.20
Global.2,-0.29      ,0.43       ,Global.2           ,4.20    ,8.01
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.82       ,2.37
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.53       ,4.87
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.72    ,3.34
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.05         ,5.39
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.21        ,2.60
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.05        ,0.06

Warnings:
[1] Covariance matrix not calculated.
