                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1123.675
                ,+ 8 factors in 7 blocks,  AIC                ,2765.350
                ,+ AR(1) idiosyncratic  ,  BIC                ,3238.968
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2942.771
Time:           ,00:26:03               ,  EM Iterations      ,372
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
FixAss          ,0.07    ,0.15    ,.       ,.       ,-0.08,.          ,.         ,.        ,-0.05                  ,0.83
Prod            ,-0.01   ,-0.01   ,.       ,.       ,0.09 ,.          ,.         ,.        ,-0.08                  ,0.95
GDP             ,-0.09   ,-0.23   ,.       ,.       ,-0.03,.          ,.         ,.        ,0.12                   ,0.23
TBill1mo        ,-0.20   ,0.18    ,.       ,.       ,0.01 ,.          ,.         ,.        ,0.79                   ,0.03
TBill6mo        ,0.03    ,-0.11   ,.       ,.       ,-0.37,.          ,.         ,.        ,0.38                   ,0.17
TBill1yr        ,0.04    ,-0.11   ,.       ,.       ,-0.37,.          ,.         ,.        ,0.39                   ,0.16
TBill5yr        ,0.07    ,-0.13   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.81                   ,0.00
TBill10yr       ,0.08    ,-0.12   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.82                   ,0.00
TBill30yr       ,0.12    ,-0.04   ,.       ,.       ,-0.36,.          ,.         ,.        ,0.33                   ,0.11
FFR             ,0.13    ,-0.04   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.35                   ,0.12
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.81       ,0.11       ,Global.1           ,4.04    ,0.43
Global.2,-0.17      ,0.73       ,Global.2           ,0.43    ,3.63
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.80       ,2.37
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.51       ,4.27
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.42    ,5.06
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.04         ,5.34
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.31         ,1.45
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.46        ,0.37

Warnings:
[1] Covariance matrix not calculated.
