                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1549.829
                ,+ 8 factors in 7 blocks,  AIC                ,3607.658
                ,+ AR(1) idiosyncratic  ,  BIC                ,4336.012
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,3903.612
Time:           ,23:02:32               ,  EM Iterations      ,50
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
UI              ,-0.02   ,-0.04   ,.       ,.       ,.    ,.          ,-0.10     ,.        ,0.72                   ,0.49
PartR           ,-0.15   ,0.13    ,.       ,.       ,.    ,.          ,-0.20     ,.        ,0.97                   ,0.06
CPI             ,0.13    ,0.15    ,.       ,.       ,.    ,.          ,.         ,-0.10    ,-0.01                  ,0.56
PCE             ,0.04    ,0.03    ,.       ,.       ,.    ,.          ,.         ,0.69     ,0.29                   ,0.25
PCEC            ,0.04    ,-0.04   ,.       ,.       ,.    ,.          ,.         ,-0.68    ,-0.68                  ,0.16
FixAss          ,0.07    ,0.04    ,.       ,.       ,-0.06,.          ,.         ,.        ,-0.15                  ,0.98
Prod            ,0.15    ,0.16    ,.       ,.       ,0.01 ,.          ,.         ,.        ,-0.01                  ,0.56
GDP             ,-0.14   ,-0.07   ,.       ,.       ,0.27 ,.          ,.         ,.        ,0.30                   ,0.67
TBill1mo        ,-0.14   ,0.18    ,.       ,.       ,-0.14,.          ,.         ,.        ,0.88                   ,0.12
TBill6mo        ,-0.03   ,0.05    ,.       ,.       ,0.39 ,.          ,.         ,.        ,0.31                   ,0.87
TBill1yr        ,-0.02   ,0.04    ,.       ,.       ,0.40 ,.          ,.         ,.        ,0.31                   ,0.88
TBill5yr        ,0.03    ,0.03    ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.67                   ,0.00
TBill10yr       ,0.03    ,0.03    ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.67                   ,0.00
TBill30yr       ,0.19    ,0.11    ,.       ,.       ,0.21 ,.          ,.         ,.        ,0.51                   ,0.40
FFR             ,0.19    ,0.11    ,.       ,.       ,0.21 ,.          ,.         ,.        ,0.50                   ,0.40
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.58       ,-0.40      ,Global.1           ,5.83    ,3.59
Global.2,-0.34      ,0.55       ,Global.2           ,3.59    ,4.24
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.92       ,1.41
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.61       ,2.96
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.73    ,2.71
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.03          ,6.16
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.50         ,0.72
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.15        ,1.64

Warnings:
[1] Covariance matrix not calculated.
