                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 45 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3347.614
                ,+ 7 factors in 7 blocks,  AIC                ,7091.228
                ,+ AR(1) idiosyncratic  ,  BIC                ,7659.000
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7321.933
Time:           ,22:36:13               ,  EM Iterations      ,224
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
FixAss          ,0.09  ,.       ,.       ,-0.07,.          ,.         ,.        ,0.03                   ,1.07
GDP             ,-0.14 ,.       ,.       ,0.17 ,.          ,.         ,.        ,0.46                   ,0.84
TBill1mo        ,-0.18 ,.       ,.       ,-0.10,.          ,.         ,.        ,0.91                   ,0.13
TBill6mo        ,-0.01 ,.       ,.       ,0.45 ,.          ,.         ,.        ,0.53                   ,0.13
TBill1yr        ,-0.00 ,.       ,.       ,0.44 ,.          ,.         ,.        ,0.53                   ,0.15
TBill5yr        ,0.03  ,.       ,.       ,0.44 ,.          ,.         ,.        ,0.36                   ,0.00
TBill10yr       ,0.03  ,.       ,.       ,0.44 ,.          ,.         ,.        ,0.34                   ,0.00
TBill30yr       ,0.01  ,.       ,.       ,0.29 ,.          ,.         ,.        ,0.08                   ,0.90
FFR             ,0.01  ,.       ,.       ,0.26 ,.          ,.         ,.        ,0.08                   ,0.95
    Transition: Factor block 0
      ,L1.Global,   error variance
Global,0.92     ,1.78
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.89       ,1.22
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.60       ,3.46
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.64    ,2.94
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.39          ,6.33
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.84         ,0.19
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.54       ,1.06

Warnings:
[1] Covariance matrix not calculated.
