                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 48 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-4129.144
                ,+ 8 factors in 7 blocks,  AIC                ,8786.288
                ,+ AR(1) idiosyncratic  ,  BIC                ,9543.317
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,9093.894
Time:           ,23:06:51               ,  EM Iterations      ,197
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
TBill10yr       ,0.10    ,-0.22   ,.       ,.       ,-0.25,.          ,.         ,.        ,0.52                   ,0.13
TBill30yr       ,0.09    ,-0.17   ,.       ,.       ,-0.32,.          ,.         ,.        ,0.44                   ,0.00
FFR             ,0.10    ,-0.17   ,.       ,.       ,-0.32,.          ,.         ,.        ,0.46                   ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.86       ,0.04       ,Global.1           ,2.54    ,-1.14
Global.2,-0.10      ,0.81       ,Global.2           ,-1.14   ,2.61
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.99       ,0.37
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.58       ,3.67
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.43    ,7.30
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.23          ,5.02
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.69         ,0.37
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.04       ,0.18

Warnings:
[1] Covariance matrix not calculated.
