                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3120.433
                ,+ 8 factors in 7 blocks,  AIC                ,6758.866
                ,+ AR(1) idiosyncratic  ,  BIC                ,7501.558
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7060.646
Time:           ,23:13:50               ,  EM Iterations      ,364
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
UR              ,0.11    ,-0.03   ,.       ,.       ,.    ,.          ,-0.20     ,.        ,0.83                   ,0.30
CPI             ,0.02    ,-0.02   ,.       ,.       ,.    ,.          ,.         ,-0.46    ,-0.48                  ,0.77
CPIU            ,0.08    ,0.07    ,.       ,.       ,.    ,.          ,.         ,-0.43    ,-0.41                  ,0.87
PCEC            ,0.03    ,-0.02   ,.       ,.       ,.    ,.          ,.         ,0.75     ,0.00                   ,0.99
FixAss          ,0.05    ,0.02    ,.       ,.       ,-0.05,.          ,.         ,.        ,0.01                   ,1.02
Prod            ,0.02    ,0.00    ,.       ,.       ,0.01 ,.          ,.         ,.        ,0.01                   ,1.01
GDP             ,-0.11   ,-0.20   ,.       ,.       ,0.12 ,.          ,.         ,.        ,0.31                   ,0.70
TBill1mo        ,-0.20   ,0.14    ,.       ,.       ,-0.18,.          ,.         ,.        ,0.76                   ,0.66
TBill6mo        ,-0.02   ,-0.25   ,.       ,.       ,-0.23,.          ,.         ,.        ,0.29                   ,0.19
TBill1yr        ,-0.02   ,-0.25   ,.       ,.       ,-0.24,.          ,.         ,.        ,0.28                   ,0.19
TBill5yr        ,0.00    ,-0.28   ,.       ,.       ,-0.21,.          ,.         ,.        ,0.48                   ,0.00
TBill10yr       ,0.00    ,-0.28   ,.       ,.       ,-0.21,.          ,.         ,.        ,0.48                   ,0.00
TBill30yr       ,0.06    ,-0.20   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.33                   ,0.14
FFR             ,0.06    ,-0.20   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.33                   ,0.14
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.96       ,0.08       ,Global.1           ,1.64    ,-1.33
Global.2,-0.03      ,0.96       ,Global.2           ,-1.33   ,1.09
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.94       ,1.41
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.46       ,3.53
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.33    ,9.33
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.36          ,7.00
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.95         ,0.06
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.19       ,0.03

Warnings:
[1] Covariance matrix not calculated.
