                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1166.906
                ,+ 8 factors in 7 blocks,  AIC                ,2851.811
                ,+ AR(1) idiosyncratic  ,  BIC                ,3325.430
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,3029.232
Time:           ,00:25:45               ,  EM Iterations      ,422
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
TBill30yr       ,0.15    ,-0.02   ,.       ,.       ,0.34 ,.          ,.         ,.        ,0.21                   ,0.20
FFR             ,0.15    ,-0.01   ,.       ,.       ,0.34 ,.          ,.         ,.        ,0.15                   ,0.19
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.81       ,-0.04      ,Global.1           ,4.14    ,1.30
Global.2,-0.19      ,0.58       ,Global.2           ,1.30    ,5.12
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.84       ,1.64
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.59       ,4.07
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.55    ,5.49
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.04          ,5.27
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.09         ,1.26
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.42        ,0.65

Warnings:
[1] Covariance matrix not calculated.
