                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 44 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3786.391
                ,+ 8 factors in 7 blocks,  AIC                ,8060.782
                ,+ AR(1) idiosyncratic  ,  BIC                ,8760.461
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8345.085
Time:           ,23:06:55               ,  EM Iterations      ,45
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                  Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1), var.
ARP             ,0.21    ,-0.10   ,-0.03   ,.       ,.    ,.          ,.         ,.        ,0.66                   ,0.35
PPP             ,0.02    ,-0.04   ,0.04    ,.       ,.    ,.          ,.         ,.        ,-0.04                  ,0.97
CARES           ,0.13    ,0.10    ,-0.27   ,.       ,.    ,.          ,.         ,.        ,0.12                   ,1.09
Cons1           ,0.06    ,0.09    ,.       ,.       ,.    ,-0.08      ,.         ,.        ,-0.33                  ,0.99
Cons2           ,0.21    ,0.03    ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.07                   ,0.57
Cons3           ,0.21    ,0.03    ,.       ,.       ,.    ,0.37       ,.         ,.        ,0.09                   ,0.55
Cons4           ,0.23    ,0.03    ,.       ,.       ,.    ,0.35       ,.         ,.        ,0.35                   ,-0.00
Cons5           ,0.23    ,0.03    ,.       ,.       ,.    ,0.35       ,.         ,.        ,0.35                   ,-0.00
Employment1     ,0.19    ,0.04    ,.       ,.       ,.    ,.          ,0.50      ,.        ,-0.09                  ,0.72
Employment2     ,0.20    ,0.02    ,.       ,.       ,.    ,.          ,0.50      ,.        ,0.15                   ,0.70
UI              ,0.02    ,-0.09   ,.       ,.       ,.    ,.          ,0.05      ,.        ,0.40                   ,0.74
PartR           ,-0.14   ,-0.19   ,.       ,.       ,.    ,.          ,0.28      ,.        ,1.08                   ,0.00
PCEC            ,0.03    ,-0.06   ,.       ,.       ,.    ,.          ,.         ,0.98     ,-0.00                  ,0.00
FixAss          ,0.03    ,0.06    ,.       ,.       ,-0.04,.          ,.         ,.        ,0.03                   ,1.03
Prod            ,0.07    ,-0.07   ,.       ,.       ,-0.19,.          ,.         ,.        ,-0.14                  ,0.76
GDP             ,-0.11   ,-0.22   ,.       ,.       ,0.15 ,.          ,.         ,.        ,0.35                   ,0.71
TBill1mo        ,-0.20   ,0.09    ,.       ,.       ,-0.21,.          ,.         ,.        ,0.82                   ,0.40
TBill6mo        ,0.08    ,-0.24   ,.       ,.       ,-0.20,.          ,.         ,.        ,0.17                   ,0.22
TBill1yr        ,0.11    ,-0.24   ,.       ,.       ,-0.24,.          ,.         ,.        ,0.19                   ,0.10
TBill5yr        ,0.12    ,-0.25   ,.       ,.       ,-0.20,.          ,.         ,.        ,0.72                   ,0.00
TBill10yr       ,0.12    ,-0.25   ,.       ,.       ,-0.21,.          ,.         ,.        ,0.52                   ,0.00
TBill30yr       ,0.13    ,-0.17   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.36                   ,0.22
FFR             ,0.13    ,-0.16   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.40                   ,0.22
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.89       ,0.08       ,Global.1           ,2.20    ,-1.42
Global.2,-0.02      ,0.95       ,Global.2           ,-1.42   ,1.01
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.97       ,0.26
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.79       ,1.77
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.63    ,8.50
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.47          ,4.96
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.89         ,0.05
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.05        ,1.11

Warnings:
[1] Covariance matrix not calculated.
