                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 45 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1117.735
                ,+ 8 factors in 7 blocks,  AIC                ,2733.469
                ,+ AR(1) idiosyncratic  ,  BIC                ,3188.801
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2904.039
Time:           ,00:21:04               ,  EM Iterations      ,256
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons3           ,0.20    ,0.03    ,.       ,.       ,.    ,0.36       ,.         ,.        ,0.16                   ,0.00
Cons4           ,0.21    ,0.07    ,.       ,.       ,.    ,0.32       ,.         ,.        ,0.11                   ,0.24
Cons5           ,0.21    ,0.07    ,.       ,.       ,.    ,0.32       ,.         ,.        ,0.15                   ,0.24
Employment1     ,0.18    ,0.04    ,.       ,.       ,.    ,.          ,0.52      ,.        ,-0.05                  ,0.13
Employment2     ,0.19    ,0.07    ,.       ,.       ,.    ,.          ,0.49      ,.        ,-0.07                  ,0.10
UI              ,0.02    ,-0.12   ,.       ,.       ,.    ,.          ,-0.07     ,.        ,0.56                   ,0.54
PartR           ,-0.17   ,-0.07   ,.       ,.       ,.    ,.          ,0.23      ,.        ,0.67                   ,0.27
CPI             ,0.07    ,0.16    ,.       ,.       ,.    ,.          ,.         ,0.43     ,0.29                   ,0.49
CPIU            ,0.00    ,0.01    ,.       ,.       ,.    ,.          ,.         ,0.71     ,-0.29                  ,0.10
PCE             ,0.02    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.44     ,0.17                   ,0.72
FixAss          ,0.06    ,0.15    ,.       ,.       ,-0.00,.          ,.         ,.        ,-0.00                  ,0.83
GDP             ,-0.11   ,-0.20   ,.       ,.       ,0.04 ,.          ,.         ,.        ,0.27                   ,0.30
TBill1mo        ,-0.19   ,0.19    ,.       ,.       ,-0.01,.          ,.         ,.        ,0.83                   ,0.06
TBill6mo        ,0.06    ,-0.12   ,.       ,.       ,-0.41,.          ,.         ,.        ,0.57                   ,0.00
TBill1yr        ,0.06    ,-0.12   ,.       ,.       ,-0.41,.          ,.         ,.        ,0.56                   ,0.01
TBill5yr        ,0.10    ,-0.12   ,.       ,.       ,-0.38,.          ,.         ,.        ,0.55                   ,0.18
TBill10yr       ,0.10    ,-0.12   ,.       ,.       ,-0.39,.          ,.         ,.        ,0.55                   ,0.16
TBill30yr       ,0.04    ,-0.02   ,.       ,.       ,-0.28,.          ,.         ,.        ,0.06                   ,0.93
FFR             ,0.03    ,-0.01   ,.       ,.       ,-0.26,.          ,.         ,.        ,0.06                   ,0.96
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.86       ,0.06       ,Global.1           ,3.18    ,0.42
Global.2,-0.13      ,0.74       ,Global.2           ,0.42    ,3.21
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.80       ,2.25
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.51       ,4.56
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.31    ,4.72
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.18          ,5.44
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.03        ,1.98
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.54       ,1.21

Warnings:
[1] Covariance matrix not calculated.
