                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-4104.257
                ,+ 8 factors in 7 blocks,  AIC                ,8726.514
                ,+ AR(1) idiosyncratic  ,  BIC                ,9469.206
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,9028.295
Time:           ,22:54:01               ,  EM Iterations      ,42
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                  Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1), var.
Cons3           ,0.17    ,-0.06   ,.       ,.       ,.    ,-0.37      ,.         ,.        ,-0.08                  ,0.88
Cons4           ,0.09    ,-0.03   ,.       ,.       ,.    ,-0.47      ,.         ,.        ,-1.05                  ,-0.00
Cons5           ,0.09    ,-0.03   ,.       ,.       ,.    ,-0.47      ,.         ,.        ,-1.05                  ,-0.00
Employment1     ,0.18    ,-0.05   ,.       ,.       ,.    ,.          ,-0.47     ,.        ,-0.24                  ,0.63
Employment2     ,0.19    ,-0.01   ,.       ,.       ,.    ,.          ,-0.53     ,.        ,-0.12                  ,0.53
UI              ,-0.03   ,-0.12   ,.       ,.       ,.    ,.          ,0.21      ,.        ,0.32                   ,0.72
PartR           ,-0.22   ,-0.19   ,.       ,.       ,.    ,.          ,-0.15     ,.        ,1.02                   ,0.01
UR              ,0.13    ,-0.06   ,.       ,.       ,.    ,.          ,0.09      ,.        ,0.81                   ,0.29
CPI             ,0.04    ,0.06    ,.       ,.       ,.    ,.          ,.         ,-0.05    ,0.06                   ,1.02
CPIU            ,0.02    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.57     ,-0.42                  ,0.35
PCE             ,0.04    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.57     ,-0.32                  ,0.38
PCEC            ,0.04    ,0.04    ,.       ,.       ,.    ,.          ,.         ,0.57     ,0.11                   ,0.58
FixAss          ,0.03    ,0.01    ,.       ,.       ,-0.02,.          ,.         ,.        ,0.01                   ,1.00
GDP             ,-0.13   ,-0.17   ,.       ,.       ,0.10 ,.          ,.         ,.        ,0.30                   ,0.61
TBill1mo        ,-0.20   ,0.15    ,.       ,.       ,-0.18,.          ,.         ,.        ,0.86                   ,0.22
TBill6mo        ,-0.05   ,-0.23   ,.       ,.       ,-0.20,.          ,.         ,.        ,0.29                   ,0.38
TBill1yr        ,-0.05   ,-0.23   ,.       ,.       ,-0.20,.          ,.         ,.        ,0.27                   ,0.38
TBill5yr        ,0.01    ,-0.25   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.19                   ,0.00
TBill10yr       ,0.01    ,-0.25   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.19                   ,0.00
TBill30yr       ,0.01    ,-0.15   ,.       ,.       ,-0.33,.          ,.         ,.        ,0.43                   ,0.43
FFR             ,0.01    ,-0.15   ,.       ,.       ,-0.33,.          ,.         ,.        ,0.44                   ,0.42
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.91       ,0.11       ,Global.1           ,1.68    ,-1.78
Global.2,0.04       ,0.93       ,Global.2           ,-1.78   ,2.24
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.97       ,0.50
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.29       ,4.77
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.64    ,4.60
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.06         ,3.15
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.78         ,0.28
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.14        ,1.73

Warnings:
[1] Covariance matrix not calculated.
