                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 44 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-2712.365
                ,+ 8 factors in 7 blocks,  AIC                ,5912.730
                ,+ AR(1) idiosyncratic  ,  BIC                ,6612.408
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,6197.032
Time:           ,22:56:33               ,  EM Iterations      ,2348
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.94       ,0.06       ,Global.1           ,1.86    ,-0.09
Global.2,-0.10      ,0.92       ,Global.2           ,-0.09   ,0.86
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.94       ,0.95
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.47       ,4.18
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.64    ,7.21
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.40          ,6.86
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.18         ,3.16
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.55        ,0.09

Warnings:
[1] Covariance matrix not calculated.
