                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-763.936
                ,+ 8 factors in 7 blocks,  AIC                ,2035.872
                ,+ AR(1) idiosyncratic  ,  BIC                ,2500.347
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2209.867
Time:           ,00:22:04               ,  EM Iterations      ,326
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
TBill1yr        ,0.05    ,0.02    ,.       ,.       ,0.34 ,.          ,.         ,.        ,0.73                   ,0.16
TBill5yr        ,0.22    ,0.10    ,.       ,.       ,0.18 ,.          ,.         ,.        ,0.29                   ,0.00
TBill10yr       ,0.22    ,0.10    ,.       ,.       ,0.17 ,.          ,.         ,.        ,0.20                   ,0.00
TBill30yr       ,0.21    ,0.13    ,.       ,.       ,0.14 ,.          ,.         ,.        ,-0.05                  ,0.07
FFR             ,0.22    ,0.13    ,.       ,.       ,0.13 ,.          ,.         ,.        ,-0.07                  ,0.07
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.59       ,-0.27      ,Global.1           ,7.22    ,3.76
Global.2,-0.30      ,0.64       ,Global.2           ,3.76    ,5.59
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.82       ,2.77
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.55       ,3.55
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.68    ,4.63
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.21          ,5.55
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.03        ,2.48
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.19       ,1.40

Warnings:
[1] Covariance matrix not calculated.
