                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-2859.500
                ,+ 7 factors in 7 blocks,  AIC                ,6123.001
                ,+ AR(1) idiosyncratic  ,  BIC                ,6702.243
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,6358.366
Time:           ,22:50:11               ,  EM Iterations      ,1904
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons4           ,0.24  ,.       ,.       ,.    ,0.31       ,.         ,.        ,-0.12                  ,0.58
Cons5           ,0.24  ,.       ,.       ,.    ,0.32       ,.         ,.        ,-0.16                  ,0.57
Employment1     ,0.18  ,.       ,.       ,.    ,.          ,-0.38     ,.        ,-0.08                  ,0.82
Employment2     ,0.21  ,.       ,.       ,.    ,.          ,-0.35     ,.        ,0.00                   ,0.83
UI              ,0.03  ,.       ,.       ,.    ,.          ,0.47      ,.        ,0.62                   ,0.39
PartR           ,-0.13 ,.       ,.       ,.    ,.          ,0.23      ,.        ,1.03                   ,0.03
UR              ,0.12  ,.       ,.       ,.    ,.          ,0.47      ,.        ,0.70                   ,0.40
CPI             ,0.07  ,.       ,.       ,.    ,.          ,.         ,-0.68    ,-0.40                  ,0.88
PCEC            ,0.02  ,.       ,.       ,.    ,.          ,.         ,0.70     ,0.03                   ,0.98
FixAss          ,0.05  ,.       ,.       ,-0.07,.          ,.         ,.        ,0.02                   ,1.04
Prod            ,0.04  ,.       ,.       ,0.05 ,.          ,.         ,.        ,-0.00                  ,0.99
GDP             ,-0.08 ,.       ,.       ,0.20 ,.          ,.         ,.        ,0.44                   ,0.76
TBill1mo        ,-0.19 ,.       ,.       ,-0.00,.          ,.         ,.        ,0.91                   ,0.10
TBill6mo        ,0.08  ,.       ,.       ,0.38 ,.          ,.         ,.        ,0.37                   ,0.26
TBill1yr        ,0.08  ,.       ,.       ,0.38 ,.          ,.         ,.        ,0.37                   ,0.26
TBill5yr        ,0.12  ,.       ,.       ,0.37 ,.          ,.         ,.        ,0.96                   ,0.00
TBill10yr       ,0.12  ,.       ,.       ,0.37 ,.          ,.         ,.        ,0.96                   ,0.00
TBill30yr       ,0.13  ,.       ,.       ,0.36 ,.          ,.         ,.        ,0.56                   ,0.21
FFR             ,0.13  ,.       ,.       ,0.36 ,.          ,.         ,.        ,0.55                   ,0.21
    Transition: Factor block 0
      ,L1.Global,   error variance
Global,0.91     ,1.98
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.90       ,1.01
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.43       ,2.37
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.80    ,2.03
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.29          ,5.95
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.93         ,0.14
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-1.01       ,0.00

Warnings:
[1] Covariance matrix not calculated.
