                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 43 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1098.008
                ,+ 8 factors in 7 blocks,  AIC                ,2674.016
                ,+ AR(1) idiosyncratic  ,  BIC                ,3111.061
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2837.736
Time:           ,00:25:07               ,  EM Iterations      ,270
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons2           ,0.18    ,0.07    ,.       ,.       ,.    ,0.39       ,.         ,.        ,0.03                   ,0.00
Cons3           ,0.18    ,0.07    ,.       ,.       ,.    ,0.38       ,.         ,.        ,0.04                   ,0.00
Cons4           ,0.20    ,0.11    ,.       ,.       ,.    ,0.29       ,.         ,.        ,-0.04                  ,0.22
Cons5           ,0.19    ,0.10    ,.       ,.       ,.    ,0.27       ,.         ,.        ,-0.11                  ,0.37
Employment1     ,0.16    ,0.07    ,.       ,.       ,.    ,.          ,0.52      ,.        ,-0.23                  ,0.15
Employment2     ,0.17    ,0.09    ,.       ,.       ,.    ,.          ,0.49      ,.        ,-0.20                  ,0.08
UI              ,0.03    ,-0.12   ,.       ,.       ,.    ,.          ,-0.11     ,.        ,0.43                   ,0.56
PartR           ,-0.15   ,-0.12   ,.       ,.       ,.    ,.          ,0.23      ,.        ,0.72                   ,0.17
CPI             ,0.02    ,0.11    ,.       ,.       ,.    ,.          ,.         ,-0.65    ,-0.08                  ,0.86
PCE             ,0.02    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.70     ,-0.15                  ,0.79
GDP             ,-0.08   ,-0.23   ,.       ,.       ,-0.09,.          ,.         ,.        ,0.08                   ,0.38
TBill1mo        ,-0.21   ,0.16    ,.       ,.       ,0.09 ,.          ,.         ,.        ,0.76                   ,0.19
TBill6mo        ,0.09    ,-0.13   ,.       ,.       ,0.32 ,.          ,.         ,.        ,0.50                   ,0.21
TBill1yr        ,0.10    ,-0.13   ,.       ,.       ,0.32 ,.          ,.         ,.        ,0.48                   ,0.18
TBill5yr        ,0.18    ,-0.15   ,.       ,.       ,0.23 ,.          ,.         ,.        ,0.59                   ,0.13
TBill10yr       ,0.18    ,-0.14   ,.       ,.       ,0.22 ,.          ,.         ,.        ,0.62                   ,0.16
TBill30yr       ,0.14    ,-0.11   ,.       ,.       ,0.33 ,.          ,.         ,.        ,0.11                   ,0.01
FFR             ,0.14    ,-0.11   ,.       ,.       ,0.33 ,.          ,.         ,.        ,0.53                   ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.99       ,0.08       ,Global.1           ,1.00    ,0.46
Global.2,-0.14      ,0.82       ,Global.2           ,0.46    ,2.72
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.59       ,9.92
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.48       ,4.69
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.55    ,5.88
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.03          ,5.64
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.11         ,2.15
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.47        ,0.30

Warnings:
[1] Covariance matrix not calculated.
