                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 41 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-2957.224
                ,+ 8 factors in 7 blocks,  AIC                ,6372.449
                ,+ AR(1) idiosyncratic  ,  BIC                ,7029.114
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,6639.274
Time:           ,23:06:21               ,  EM Iterations      ,236
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Mask2           ,0.17    ,0.04    ,0.23    ,.       ,.    ,.          ,.         ,.        ,0.92                   ,0.16
School          ,0.14    ,0.02    ,0.17    ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.36
ARP             ,0.20    ,-0.00   ,0.25    ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.15
PPP             ,0.01    ,-0.04   ,0.02    ,.       ,.    ,.          ,.         ,.        ,-0.03                  ,0.98
CARES           ,0.15    ,0.17    ,-0.16   ,.       ,.    ,.          ,.         ,.        ,-0.07                  ,0.48
Cons1           ,0.09    ,0.15    ,.       ,.       ,.    ,-0.13      ,.         ,.        ,-0.30                  ,0.78
Cons2           ,0.19    ,0.02    ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.39                  ,0.00
Cons3           ,0.19    ,0.02    ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.21                  ,0.00
Cons4           ,0.24    ,0.09    ,.       ,.       ,.    ,0.29       ,.         ,.        ,0.27                   ,0.20
Cons5           ,0.24    ,0.09    ,.       ,.       ,.    ,0.29       ,.         ,.        ,0.26                   ,0.20
Employment1     ,0.18    ,0.04    ,.       ,.       ,.    ,.          ,0.57      ,.        ,-0.35                  ,0.14
Employment2     ,0.21    ,0.09    ,.       ,.       ,.    ,.          ,0.48      ,.        ,-0.30                  ,0.10
CPI             ,0.10    ,0.17    ,.       ,.       ,.    ,.          ,.         ,0.79     ,-0.00                  ,0.00
FixAss          ,0.08    ,0.18    ,.       ,.       ,-0.02,.          ,.         ,.        ,0.05                   ,0.71
GDP             ,-0.09   ,-0.20   ,.       ,.       ,0.01 ,.          ,.         ,.        ,0.45                   ,0.49
TBill1mo        ,-0.20   ,0.13    ,.       ,.       ,-0.19,.          ,.         ,.        ,0.81                   ,0.36
TBill6mo        ,0.07    ,-0.19   ,.       ,.       ,-0.29,.          ,.         ,.        ,0.48                   ,0.18
TBill1yr        ,0.08    ,-0.19   ,.       ,.       ,-0.29,.          ,.         ,.        ,0.46                   ,0.16
TBill5yr        ,0.14    ,-0.20   ,.       ,.       ,-0.25,.          ,.         ,.        ,0.47                   ,0.11
TBill10yr       ,0.14    ,-0.20   ,.       ,.       ,-0.25,.          ,.         ,.        ,0.48                   ,0.12
TBill30yr       ,0.14    ,-0.15   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.32                   ,0.00
FFR             ,0.15    ,-0.15   ,.       ,.       ,-0.31,.          ,.         ,.        ,-0.43                  ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.76       ,-0.12      ,Global.1           ,3.90    ,0.61
Global.2,-0.24      ,0.52       ,Global.2           ,0.61    ,5.26
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.97       ,0.47
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.56       ,3.14
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.57    ,6.49
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.09          ,5.62
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.09        ,1.99
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.03       ,0.97

Warnings:
[1] Covariance matrix not calculated.
