                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1067.954
                ,+ 8 factors in 7 blocks,  AIC                ,2653.908
                ,+ AR(1) idiosyncratic  ,  BIC                ,3127.526
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2831.328
Time:           ,00:26:10               ,  EM Iterations      ,236
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons2           ,0.17    ,0.01    ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.44                  ,0.00
Cons3           ,0.17    ,0.01    ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.44                  ,0.00
Cons4           ,0.21    ,0.07    ,.       ,.       ,.    ,0.30       ,.         ,.        ,-0.21                  ,0.33
Cons5           ,0.21    ,0.07    ,.       ,.       ,.    ,0.30       ,.         ,.        ,-0.17                  ,0.34
Employment1     ,0.15    ,0.02    ,.       ,.       ,.    ,.          ,0.52      ,.        ,-0.59                  ,0.29
Employment2     ,0.17    ,0.05    ,.       ,.       ,.    ,.          ,0.49      ,.        ,-0.56                  ,0.26
UI              ,0.00    ,-0.08   ,.       ,.       ,.    ,.          ,0.04      ,.        ,0.56                   ,0.60
PartR           ,-0.17   ,-0.05   ,.       ,.       ,.    ,.          ,0.17      ,.        ,0.87                   ,0.10
UR              ,0.16    ,-0.01   ,.       ,.       ,.    ,.          ,-0.31     ,.        ,0.84                   ,0.24
CPI             ,0.09    ,0.18    ,.       ,.       ,.    ,.          ,.         ,-0.51    ,-0.06                  ,0.44
PCE             ,0.04    ,0.18    ,.       ,.       ,.    ,.          ,.         ,-0.55    ,0.12                   ,0.57
PCEC            ,0.01    ,-0.00   ,.       ,.       ,.    ,.          ,.         ,0.06     ,-0.00                  ,1.00
FixAss          ,0.07    ,0.17    ,.       ,.       ,-0.09,.          ,.         ,.        ,0.06                   ,0.78
Prod            ,0.02    ,-0.01   ,.       ,.       ,0.03 ,.          ,.         ,.        ,0.03                   ,1.02
GDP             ,-0.11   ,-0.19   ,.       ,.       ,0.04 ,.          ,.         ,.        ,0.26                   ,0.37
TBill1mo        ,-0.18   ,0.17    ,.       ,.       ,-0.02,.          ,.         ,.        ,0.85                   ,0.09
TBill6mo        ,0.05    ,-0.13   ,.       ,.       ,-0.33,.          ,.         ,.        ,0.58                   ,0.18
TBill1yr        ,0.05    ,-0.14   ,.       ,.       ,-0.34,.          ,.         ,.        ,0.57                   ,0.14
TBill5yr        ,0.12    ,-0.13   ,.       ,.       ,-0.33,.          ,.         ,.        ,0.76                   ,0.00
TBill10yr       ,0.13    ,-0.13   ,.       ,.       ,-0.33,.          ,.         ,.        ,0.76                   ,0.00
TBill30yr       ,0.12    ,-0.08   ,.       ,.       ,-0.34,.          ,.         ,.        ,0.49                   ,0.08
FFR             ,0.12    ,-0.08   ,.       ,.       ,-0.34,.          ,.         ,.        ,0.48                   ,0.09
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.88       ,0.02       ,Global.1           ,3.07    ,0.56
Global.2,-0.14      ,0.67       ,Global.2           ,0.56    ,3.76
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.81       ,2.47
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.52       ,4.96
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.71    ,3.97
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.06          ,4.89
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.36         ,1.01
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.15       ,0.79

Warnings:
[1] Covariance matrix not calculated.
