                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 48 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1087.152
                ,+ 8 factors in 7 blocks,  AIC                ,2702.303
                ,+ AR(1) idiosyncratic  ,  BIC                ,3185.064
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2883.148
Time:           ,00:22:40               ,  EM Iterations      ,637
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Gather2         ,-0.23   ,0.15    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.86                   ,0.05
Gather3         ,-0.23   ,0.14    ,-0.04   ,.       ,.    ,.          ,.         ,.        ,0.86                   ,0.09
Gather4         ,-0.21   ,0.13    ,-0.10   ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.16
Curfew          ,0.18    ,-0.08   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.77                   ,0.00
Mask1           ,0.17    ,-0.08   ,-0.29   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.00
Mask2           ,0.18    ,-0.08   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.76                   ,0.00
School          ,0.11    ,-0.06   ,-0.15   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.37
ARP             ,0.17    ,-0.02   ,0.03    ,.       ,.    ,.          ,.         ,.        ,0.72                   ,0.31
PPP             ,0.04    ,-0.02   ,-0.03   ,.       ,.    ,.          ,.         ,.        ,-0.04                  ,0.98
CARES           ,0.13    ,0.18    ,0.13    ,.       ,.    ,.          ,.         ,.        ,0.36                   ,0.11
Cons1           ,0.08    ,0.18    ,.       ,.       ,.    ,-0.14      ,.         ,.        ,-0.03                  ,0.53
Cons2           ,0.18    ,0.02    ,.       ,.       ,.    ,0.38       ,.         ,.        ,-0.03                  ,0.00
Cons3           ,0.18    ,0.02    ,.       ,.       ,.    ,0.38       ,.         ,.        ,-0.05                  ,0.00
Cons4           ,0.19    ,0.07    ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.15                   ,0.15
Cons5           ,0.19    ,0.08    ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.13                   ,0.16
Employment1     ,0.17    ,0.04    ,.       ,.       ,.    ,.          ,-0.50     ,.        ,0.06                   ,0.05
Employment2     ,0.19    ,0.08    ,.       ,.       ,.    ,.          ,-0.45     ,.        ,0.01                   ,0.08
UI              ,0.04    ,-0.06   ,.       ,.       ,.    ,.          ,-0.01     ,.        ,0.59                   ,0.61
PartR           ,-0.14   ,0.03    ,.       ,.       ,.    ,.          ,-0.08     ,.        ,0.81                   ,0.29
UR              ,0.10    ,0.02    ,.       ,.       ,.    ,.          ,0.36      ,.        ,0.29                   ,0.91
CPI             ,-0.00   ,-0.03   ,.       ,.       ,.    ,.          ,.         ,0.08     ,0.07                   ,0.97
CPIU            ,0.01    ,0.00    ,.       ,.       ,.    ,.          ,.         ,-0.02    ,0.00                   ,1.00
PCE             ,0.08    ,0.18    ,.       ,.       ,.    ,.          ,.         ,0.54     ,-0.86                  ,0.00
PCEC            ,0.02    ,-0.07   ,.       ,.       ,.    ,.          ,.         ,-0.67    ,0.47                   ,0.07
FixAss          ,0.07    ,0.10    ,.       ,.       ,-0.04,.          ,.         ,.        ,-0.29                  ,0.95
Prod            ,0.01    ,-0.02   ,.       ,.       ,0.02 ,.          ,.         ,.        ,0.03                   ,1.02
GDP             ,-0.11   ,-0.17   ,.       ,.       ,-0.18,.          ,.         ,.        ,0.14                   ,1.05
TBill1mo        ,-0.18   ,0.17    ,.       ,.       ,0.13 ,.          ,.         ,.        ,0.52                   ,0.26
TBill6mo        ,-0.03   ,-0.03   ,.       ,.       ,-0.38,.          ,.         ,.        ,0.28                   ,0.84
TBill1yr        ,-0.01   ,-0.05   ,.       ,.       ,-0.37,.          ,.         ,.        ,0.30                   ,0.83
TBill5yr        ,0.19    ,0.03    ,.       ,.       ,-0.27,.          ,.         ,.        ,0.42                   ,0.14
TBill10yr       ,0.20    ,0.03    ,.       ,.       ,-0.27,.          ,.         ,.        ,0.41                   ,0.14
TBill30yr       ,0.18    ,0.07    ,.       ,.       ,-0.28,.          ,.         ,.        ,0.21                   ,0.00
FFR             ,0.18    ,0.07    ,.       ,.       ,-0.27,.          ,.         ,.        ,0.22                   ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.65       ,-0.41      ,Global.1           ,7.36    ,5.72
Global.2,-0.32      ,0.30       ,Global.2           ,5.72    ,9.84
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.78       ,2.47
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.60       ,3.48
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.54    ,6.38
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.17         ,6.35
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.27        ,3.16
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.14       ,1.47

Warnings:
[1] Covariance matrix not calculated.
