                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3742.778
                ,+ 8 factors in 7 blocks,  AIC                ,7993.556
                ,+ AR(1) idiosyncratic  ,  BIC                ,8721.910
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8289.510
Time:           ,23:01:38               ,  EM Iterations      ,167
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons3           ,0.21    ,-0.02   ,.       ,.       ,.    ,0.38       ,.         ,.        ,-0.38                  ,0.00
Cons4           ,0.23    ,0.04    ,.       ,.       ,.    ,0.33       ,.         ,.        ,0.04                   ,0.55
Cons5           ,0.23    ,0.06    ,.       ,.       ,.    ,0.32       ,.         ,.        ,-0.04                  ,0.61
Employment1     ,0.18    ,-0.01   ,.       ,.       ,.    ,.          ,0.53      ,.        ,-0.22                  ,0.56
Employment2     ,0.19    ,0.03    ,.       ,.       ,.    ,.          ,0.55      ,.        ,-0.35                  ,0.51
UI              ,-0.03   ,-0.11   ,.       ,.       ,.    ,.          ,-0.11     ,.        ,0.55                   ,0.60
PartR           ,-0.17   ,-0.09   ,.       ,.       ,.    ,.          ,0.23      ,.        ,1.03                   ,0.03
CPI             ,0.11    ,0.13    ,.       ,.       ,.    ,.          ,.         ,-0.39    ,-0.05                  ,0.62
CPIU            ,-0.01   ,-0.00   ,.       ,.       ,.    ,.          ,.         ,-0.76    ,0.05                   ,0.00
PCE             ,0.12    ,0.13    ,.       ,.       ,.    ,.          ,.         ,0.37     ,-0.05                  ,0.62
PCEC            ,0.02    ,0.01    ,.       ,.       ,.    ,.          ,.         ,-0.00    ,-0.01                  ,1.00
Prod            ,0.03    ,0.01    ,.       ,.       ,-0.02,.          ,.         ,.        ,-0.01                  ,0.99
GDP             ,-0.15   ,-0.19   ,.       ,.       ,0.04 ,.          ,.         ,.        ,0.46                   ,0.49
TBill1mo        ,-0.17   ,0.18    ,.       ,.       ,-0.15,.          ,.         ,.        ,0.86                   ,0.21
TBill6mo        ,0.02    ,-0.19   ,.       ,.       ,-0.31,.          ,.         ,.        ,0.17                   ,0.09
TBill1yr        ,0.03    ,-0.19   ,.       ,.       ,-0.31,.          ,.         ,.        ,0.14                   ,0.08
TBill5yr        ,0.05    ,-0.22   ,.       ,.       ,-0.30,.          ,.         ,.        ,-0.31                  ,0.00
TBill10yr       ,0.05    ,-0.22   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.68                   ,0.00
TBill30yr       ,0.07    ,-0.17   ,.       ,.       ,-0.31,.          ,.         ,.        ,0.58                   ,0.17
FFR             ,0.08    ,-0.17   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.59                   ,0.18
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.91       ,0.09       ,Global.1           ,1.89    ,-1.11
Global.2,-0.21      ,0.68       ,Global.2           ,-1.11   ,2.87
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.98       ,0.36
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.43       ,3.22
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.61    ,5.30
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.30          ,4.94
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.49         ,0.42
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.00        ,1.73

Warnings:
[1] Covariance matrix not calculated.
