                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3414.055
                ,+ 8 factors in 7 blocks,  AIC                ,7336.110
                ,+ AR(1) idiosyncratic  ,  BIC                ,8064.464
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7632.065
Time:           ,23:05:36               ,  EM Iterations      ,3300
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
CPI             ,0.10    ,0.01    ,.       ,.       ,.    ,.          ,.         ,-0.65    ,0.34                   ,0.74
PCE             ,0.00    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.31     ,-0.14                  ,1.09
PCEC            ,0.02    ,-0.02   ,.       ,.       ,.    ,.          ,.         ,0.65     ,0.19                   ,0.77
FixAss          ,0.10    ,0.01    ,.       ,.       ,-0.15,.          ,.         ,.        ,-0.00                  ,1.05
Prod            ,0.03    ,0.01    ,.       ,.       ,-0.11,.          ,.         ,.        ,-0.09                  ,0.87
GDP             ,-0.17   ,-0.16   ,.       ,.       ,0.17 ,.          ,.         ,.        ,0.30                   ,0.54
TBill1mo        ,-0.17   ,0.17    ,.       ,.       ,-0.18,.          ,.         ,.        ,0.90                   ,0.27
TBill6mo        ,-0.10   ,-0.25   ,.       ,.       ,-0.18,.          ,.         ,.        ,0.58                   ,0.14
TBill1yr        ,-0.10   ,-0.25   ,.       ,.       ,-0.19,.          ,.         ,.        ,0.59                   ,0.14
TBill5yr        ,-0.09   ,-0.27   ,.       ,.       ,-0.16,.          ,.         ,.        ,0.06                   ,0.00
TBill10yr       ,-0.09   ,-0.27   ,.       ,.       ,-0.17,.          ,.         ,.        ,0.43                   ,0.00
TBill30yr       ,-0.02   ,-0.20   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.23                   ,0.36
FFR             ,-0.01   ,-0.20   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.23                   ,0.35
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.92       ,0.07       ,Global.1           ,1.59    ,-0.86
Global.2,-0.07      ,0.95       ,Global.2           ,-0.86   ,0.95
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.91       ,1.78
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.42       ,3.95
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.69    ,4.31
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.31          ,6.92
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.51         ,1.51
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.77       ,0.19

Warnings:
[1] Covariance matrix not calculated.
