                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 42 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-1025.569
                ,+ 8 factors in 7 blocks,  AIC                ,2519.139
                ,+ AR(1) idiosyncratic  ,  BIC                ,2947.041
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2679.433
Time:           ,00:20:15               ,  EM Iterations      ,295
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
ARP             ,0.21    ,0.09    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.55                   ,0.28
PPP             ,0.01    ,-0.05   ,-0.08   ,.       ,.    ,.          ,.         ,.        ,-0.08                  ,0.94
CARES           ,0.10    ,0.17    ,0.15    ,.       ,.    ,.          ,.         ,.        ,-0.18                  ,0.64
Cons1           ,0.04    ,0.11    ,.       ,.       ,.    ,-0.09      ,.         ,.        ,-0.32                  ,0.94
Cons2           ,0.18    ,0.06    ,.       ,.       ,.    ,0.37       ,.         ,.        ,-0.15                  ,0.00
Cons3           ,0.18    ,0.07    ,.       ,.       ,.    ,0.36       ,.         ,.        ,-0.16                  ,0.00
Cons4           ,0.22    ,0.10    ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.13                   ,0.22
Cons5           ,0.21    ,0.11    ,.       ,.       ,.    ,0.27       ,.         ,.        ,0.09                   ,0.27
Employment1     ,0.16    ,0.05    ,.       ,.       ,.    ,.          ,-0.55     ,.        ,-0.32                  ,0.57
UI              ,0.01    ,-0.10   ,.       ,.       ,.    ,.          ,0.21      ,.        ,0.44                   ,0.65
PartR           ,-0.17   ,-0.13   ,.       ,.       ,.    ,.          ,-0.47     ,.        ,0.90                   ,0.07
PCE             ,0.02    ,0.02    ,.       ,.       ,.    ,.          ,.         ,0.98     ,-0.00                  ,0.00
FixAss          ,0.03    ,0.07    ,.       ,.       ,-0.01,.          ,.         ,.        ,-0.04                  ,0.98
GDP             ,-0.08   ,-0.22   ,.       ,.       ,0.07 ,.          ,.         ,.        ,0.15                   ,0.37
TBill1mo        ,-0.20   ,0.17    ,.       ,.       ,-0.10,.          ,.         ,.        ,0.55                   ,0.08
TBill6mo        ,0.07    ,-0.16   ,.       ,.       ,-0.29,.          ,.         ,.        ,0.28                   ,0.35
TBill1yr        ,0.08    ,-0.16   ,.       ,.       ,-0.29,.          ,.         ,.        ,0.26                   ,0.32
TBill5yr        ,0.13    ,-0.16   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.66                   ,0.00
TBill10yr       ,0.13    ,-0.15   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.66                   ,0.00
TBill30yr       ,0.14    ,-0.13   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.15                   ,0.05
FFR             ,0.15    ,-0.13   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.12                   ,0.05
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.85       ,0.14       ,Global.1           ,3.53    ,-0.94
Global.2,-0.06      ,0.84       ,Global.2           ,-0.94   ,2.43
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.87       ,1.15
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.43       ,4.68
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.51    ,7.02
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.01         ,4.99
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.64         ,0.17
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.02       ,1.02

Warnings:
[1] Covariance matrix not calculated.
