                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3163.600
                ,+ 8 factors in 7 blocks,  AIC                ,6845.200
                ,+ AR(1) idiosyncratic  ,  BIC                ,7587.892
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7146.981
Time:           ,23:01:27               ,  EM Iterations      ,54
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                  Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1), var.
PCEC            ,0.01    ,-0.08   ,.       ,.       ,.    ,.          ,.         ,0.18     ,-0.13                  ,0.92
FixAss          ,0.12    ,0.20    ,.       ,.       ,-0.09,.          ,.         ,.        ,-0.01                  ,0.51
Prod            ,0.00    ,-0.05   ,.       ,.       ,0.04 ,.          ,.         ,.        ,-0.00                  ,1.00
GDP             ,-0.12   ,-0.07   ,.       ,.       ,0.20 ,.          ,.         ,.        ,0.36                   ,0.74
TBill1mo        ,-0.15   ,0.16    ,.       ,.       ,-0.02,.          ,.         ,.        ,0.94                   ,0.07
TBill6mo        ,0.06    ,0.03    ,.       ,.       ,0.39 ,.          ,.         ,.        ,0.79                   ,0.00
TBill1yr        ,0.07    ,0.02    ,.       ,.       ,0.40 ,.          ,.         ,.        ,0.68                   ,0.00
TBill5yr        ,0.20    ,0.06    ,.       ,.       ,0.27 ,.          ,.         ,.        ,0.37                   ,0.39
TBill10yr       ,0.21    ,0.06    ,.       ,.       ,0.25 ,.          ,.         ,.        ,0.39                   ,0.40
TBill30yr       ,0.15    ,0.05    ,.       ,.       ,0.34 ,.          ,.         ,.        ,0.50                   ,0.23
FFR             ,0.16    ,0.06    ,.       ,.       ,0.33 ,.          ,.         ,.        ,0.49                   ,0.21
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.59       ,-0.49      ,Global.1           ,7.15    ,4.78
Global.2,-0.34      ,0.44       ,Global.2           ,4.78    ,5.47
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.92       ,1.28
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.46       ,3.49
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.62    ,4.09
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.11          ,7.26
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.07        ,3.02
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.35       ,1.08

Warnings:
[1] Covariance matrix not calculated.
