                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3129.889
                ,+ 8 factors in 7 blocks,  AIC                ,6777.778
                ,+ AR(1) idiosyncratic  ,  BIC                ,7520.470
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7079.558
Time:           ,23:23:30               ,  EM Iterations      ,192
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Gather1         ,-0.21   ,0.15    ,-0.06   ,.       ,.    ,.          ,.         ,.        ,0.98                   ,0.00
Gather2         ,-0.22   ,0.16    ,-0.08   ,.       ,.    ,.          ,.         ,.        ,0.94                   ,0.03
Gather3         ,-0.19   ,0.16    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.95                   ,0.05
Gather4         ,-0.13   ,0.15    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.97                   ,0.09
Curfew          ,0.19    ,0.01    ,-0.36   ,.       ,.    ,.          ,.         ,.        ,0.73                   ,0.00
Mask1           ,0.18    ,0.02    ,-0.38   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.00
Mask2           ,0.20    ,0.02    ,-0.35   ,.       ,.    ,.          ,.         ,.        ,0.98                   ,0.00
School          ,0.15    ,-0.02   ,-0.22   ,.       ,.    ,.          ,.         ,.        ,0.85                   ,0.35
ARP             ,0.21    ,0.00    ,0.12    ,.       ,.    ,.          ,.         ,.        ,0.73                   ,0.33
PPP             ,-0.00   ,-0.04   ,-0.02   ,.       ,.    ,.          ,.         ,.        ,-0.04                  ,0.96
CARES           ,0.16    ,0.15    ,0.24    ,.       ,.    ,.          ,.         ,.        ,-0.03                  ,0.87
Cons1           ,0.10    ,0.14    ,.       ,.       ,.    ,-0.01      ,.         ,.        ,-0.39                  ,0.87
Cons2           ,0.19    ,-0.03   ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.41                  ,0.00
Cons3           ,0.19    ,-0.03   ,.       ,.       ,.    ,0.39       ,.         ,.        ,-0.45                  ,0.00
Cons4           ,0.24    ,0.01    ,.       ,.       ,.    ,0.32       ,.         ,.        ,-0.20                  ,0.40
Cons5           ,0.23    ,0.01    ,.       ,.       ,.    ,0.32       ,.         ,.        ,-0.17                  ,0.41
Employment1     ,0.17    ,-0.02   ,.       ,.       ,.    ,.          ,-0.56     ,.        ,-0.47                  ,0.39
Employment2     ,0.19    ,0.00    ,.       ,.       ,.    ,.          ,-0.53     ,.        ,-0.43                  ,0.40
UI              ,-0.02   ,-0.08   ,.       ,.       ,.    ,.          ,-0.01     ,.        ,0.59                   ,0.56
PartR           ,-0.18   ,-0.08   ,.       ,.       ,.    ,.          ,-0.16     ,.        ,1.02                   ,0.01
UR              ,0.13    ,-0.09   ,.       ,.       ,.    ,.          ,0.19      ,.        ,0.84                   ,0.28
CPI             ,0.13    ,0.14    ,.       ,.       ,.    ,.          ,.         ,0.56     ,-0.06                  ,0.46
PCE             ,0.08    ,0.18    ,.       ,.       ,.    ,.          ,.         ,0.55     ,0.12                   ,0.57
PCEC            ,0.01    ,-0.01   ,.       ,.       ,.    ,.          ,.         ,0.00     ,0.00                   ,1.00
FixAss          ,0.10    ,0.15    ,.       ,.       ,-0.16,.          ,.         ,.        ,0.11                   ,1.06
Prod            ,0.01    ,-0.02   ,.       ,.       ,0.04 ,.          ,.         ,.        ,0.04                   ,1.03
GDP             ,-0.13   ,-0.18   ,.       ,.       ,0.04 ,.          ,.         ,.        ,0.36                   ,0.54
TBill1mo        ,-0.17   ,0.16    ,.       ,.       ,-0.13,.          ,.         ,.        ,0.90                   ,0.07
TBill6mo        ,-0.01   ,-0.20   ,.       ,.       ,-0.29,.          ,.         ,.        ,0.55                   ,0.13
TBill1yr        ,-0.01   ,-0.20   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.53                   ,0.10
TBill5yr        ,0.05    ,-0.21   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.70                   ,0.00
TBill10yr       ,0.05    ,-0.21   ,.       ,.       ,-0.30,.          ,.         ,.        ,0.69                   ,0.00
TBill30yr       ,0.08    ,-0.16   ,.       ,.       ,-0.32,.          ,.         ,.        ,0.63                   ,0.10
FFR             ,0.08    ,-0.16   ,.       ,.       ,-0.31,.          ,.         ,.        ,0.61                   ,0.11
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.98       ,0.12       ,Global.1           ,1.15    ,-0.99
Global.2,-0.06      ,0.85       ,Global.2           ,-0.99   ,1.87
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.94       ,0.88
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.61       ,3.84
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.77    ,3.44
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.19          ,5.02
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.62         ,0.53
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.07       ,1.35

Warnings:
[1] Covariance matrix not calculated.
