Time,State
2017-06-01,HI
2017-07-01,HI
2017-08-01,HI
2017-09-01,HI
2017-10-01,HI
2017-11-01,HI
2017-12-01,HI
2018-01-01,HI
2018-02-01,HI
2018-03-01,HI
2018-04-01,HI
2018-05-01,HI
2018-06-01,HI
2018-07-01,HI
2018-08-01,HI
2018-09-01,HI
2018-10-01,HI
2018-11-01,HI
2018-12-01,HI
2019-01-01,HI
2019-02-01,HI
2019-03-01,HI
2019-04-01,HI
2019-05-01,HI
2019-06-01,HI
2019-07-01,HI
2019-08-01,HI
2019-09-01,HI
2019-10-01,HI
2019-11-01,HI
2019-12-01,HI
2020-01-01,HI
2020-02-01,HI
2020-03-01,HI
2020-04-01,HI
2020-05-01,HI
2020-06-01,HI
2020-07-01,HI
2020-08-01,HI
2020-09-01,HI
2020-10-01,HI
2020-11-01,HI
2020-12-01,HI
2021-01-01,HI
2021-02-01,HI
2021-03-01,HI
2021-04-01,HI
2021-05-01,HI
2021-06-01,HI
2021-07-01,HI
2021-08-01,HI
2021-09-01,HI
2021-10-01,HI
2021-11-01,HI
2021-12-01,HI
2022-01-01,HI
2022-02-01,HI
2022-03-01,HI
2022-04-01,HI
2022-05-01,HI
2022-06-01,HI
2022-07-01,HI
2022-08-01,HI
2022-09-01,HI
2022-10-01,HI
2022-11-01,HI
2022-12-01,HI
2012-01-01,IA
2012-02-01,IA
2012-03-01,IA
2012-04-01,IA
2012-05-01,IA
2012-06-01,IA
2012-07-01,IA
2012-08-01,IA
2012-09-01,IA
2012-10-01,IA
2012-11-01,IA
2012-12-01,IA
2013-01-01,IA
2013-02-01,IA
2013-03-01,IA
2013-04-01,IA
2013-05-01,IA
2013-06-01,IA
2013-07-01,IA
2013-08-01,IA
2013-09-01,IA
2013-10-01,IA
2013-11-01,IA
2013-12-01,IA
2014-01-01,IA
2014-02-01,IA
2014-03-01,IA
2014-04-01,IA
2014-05-01,IA
2014-06-01,IA
2014-07-01,IA
2014-08-01,IA
2014-09-01,IA
2014-10-01,IA
2014-11-01,IA
2014-12-01,IA
2015-01-01,IA
2015-02-01,IA
2015-03-01,IA
2015-04-01,IA
2015-05-01,IA
2015-06-01,IA
2015-07-01,IA
2015-08-01,IA
2015-09-01,IA
2015-10-01,IA
2015-11-01,IA
2015-12-01,IA
2016-01-01,IA
2016-02-01,IA
2016-03-01,IA
2016-04-01,IA
2016-05-01,IA
2016-06-01,IA
2016-07-01,IA
2016-08-01,IA
2016-09-01,IA
2016-10-01,IA
2016-11-01,IA
2016-12-01,IA
2017-01-01,IA
2017-02-01,IA
2017-03-01,IA
2017-04-01,IA
2017-05-01,IA
2017-06-01,IA
2017-07-01,IA
2017-08-01,IA
2017-09-01,IA
2017-10-01,IA
2017-11-01,IA
2017-12-01,IA
2018-01-01,IA
2018-02-01,IA
2018-03-01,IA
2018-04-01,IA
2018-05-01,IA
2018-06-01,IA
2018-07-01,IA
2018-08-01,IA
2018-09-01,IA
2018-10-01,IA
2018-11-01,IA
2018-12-01,IA
2019-01-01,IA
2019-02-01,IA
2019-03-01,IA
2019-04-01,IA
2019-05-01,IA
2019-06-01,IA
2019-07-01,IA
2019-08-01,IA
2019-09-01,IA
2019-10-01,IA
2019-11-01,IA
2019-12-01,IA
2020-01-01,IA
2020-02-01,IA
2020-03-01,IA
2020-04-01,IA
2020-05-01,IA
2020-06-01,IA
2020-07-01,IA
2020-08-01,IA
2020-09-01,IA
2020-10-01,IA
2020-11-01,IA
2020-12-01,IA
2021-01-01,IA
2021-02-01,IA
2021-03-01,IA
2021-04-01,IA
2021-05-01,IA
2021-06-01,IA
2021-07-01,IA
2021-08-01,IA
2021-09-01,IA
2021-10-01,IA
2021-11-01,IA
2021-12-01,IA
2022-01-01,IA
2022-02-01,IA
2022-03-01,IA
2022-04-01,IA
2022-05-01,IA
2022-06-01,IA
2022-07-01,IA
2022-08-01,IA
2022-09-01,IA
2022-10-01,IA
2022-11-01,IA
2022-12-01,IA
2012-01-01,ID
2012-02-01,ID
2012-03-01,ID
2012-04-01,ID
2012-05-01,ID
2012-06-01,ID
2012-07-01,ID
2012-08-01,ID
2012-09-01,ID
2012-10-01,ID
2012-11-01,ID
2012-12-01,ID
2013-01-01,ID
2013-02-01,ID
2013-03-01,ID
2013-04-01,ID
2013-05-01,ID
2013-06-01,ID
2013-07-01,ID
2013-08-01,ID
2013-09-01,ID
2013-10-01,ID
2013-11-01,ID
2013-12-01,ID
2014-01-01,ID
2014-02-01,ID
2014-03-01,ID
2014-04-01,ID
2014-05-01,ID
2014-06-01,ID
2014-07-01,ID
2014-08-01,ID
2014-09-01,ID
2014-10-01,ID
2014-11-01,ID
2014-12-01,ID
2015-01-01,ID
2015-02-01,ID
2015-03-01,ID
2015-04-01,ID
2015-05-01,ID
2015-06-01,ID
2015-07-01,ID
2015-08-01,ID
2015-09-01,ID
2015-10-01,ID
2015-11-01,ID
2015-12-01,ID
2016-01-01,ID
2016-02-01,ID
2016-03-01,ID
2016-04-01,ID
2016-05-01,ID
2016-06-01,ID
2016-07-01,ID
2016-08-01,ID
2016-09-01,ID
2016-10-01,ID
2016-11-01,ID
2016-12-01,ID
2017-01-01,ID
2017-02-01,ID
2017-03-01,ID
2017-04-01,ID
2017-05-01,ID
2017-06-01,ID
2017-07-01,ID
2017-08-01,ID
2017-09-01,ID
2017-10-01,ID
2017-11-01,ID
2017-12-01,ID
2018-01-01,ID
2018-02-01,ID
2018-03-01,ID
2018-04-01,ID
2018-05-01,ID
2018-06-01,ID
2018-07-01,ID
2018-08-01,ID
2018-09-01,ID
2018-10-01,ID
2018-11-01,ID
2018-12-01,ID
2019-01-01,ID
2019-02-01,ID
2019-03-01,ID
2019-04-01,ID
2019-05-01,ID
2019-06-01,ID
2019-07-01,ID
2019-08-01,ID
2019-09-01,ID
2019-10-01,ID
2019-11-01,ID
2019-12-01,ID
2020-01-01,ID
2020-02-01,ID
2020-03-01,ID
2020-04-01,ID
2020-05-01,ID
2020-06-01,ID
2020-07-01,ID
2020-08-01,ID
2020-09-01,ID
2020-10-01,ID
2020-11-01,ID
2020-12-01,ID
2021-01-01,ID
2021-02-01,ID
2021-03-01,ID
2021-04-01,ID
2021-05-01,ID
2021-06-01,ID
2021-07-01,ID
2021-08-01,ID
2021-09-01,ID
2021-10-01,ID
2021-11-01,ID
2021-12-01,ID
2022-01-01,ID
2022-02-01,ID
2022-03-01,ID
2022-04-01,ID
2022-05-01,ID
2022-06-01,ID
2022-07-01,ID
2022-08-01,ID
2022-09-01,ID
2022-10-01,ID
2022-11-01,ID
2022-12-01,ID
2012-01-01,IL
2012-02-01,IL
2012-03-01,IL
2012-04-01,IL
2012-05-01,IL
2012-06-01,IL
2012-07-01,IL
2012-08-01,IL
2012-09-01,IL
2012-10-01,IL
2012-11-01,IL
2012-12-01,IL
2013-01-01,IL
2013-02-01,IL
2013-03-01,IL
2013-04-01,IL
2013-05-01,IL
2013-06-01,IL
2013-07-01,IL
2013-08-01,IL
2013-09-01,IL
2013-10-01,IL
2013-11-01,IL
2013-12-01,IL
2014-01-01,IL
2014-02-01,IL
2014-03-01,IL
2014-04-01,IL
2014-05-01,IL
2014-06-01,IL
2014-07-01,IL
2014-08-01,IL
2014-09-01,IL
2014-10-01,IL
2014-11-01,IL
2014-12-01,IL
2015-01-01,IL
2015-02-01,IL
2015-03-01,IL
2015-04-01,IL
2015-05-01,IL
2015-06-01,IL
2015-07-01,IL
2015-08-01,IL
2015-09-01,IL
2015-10-01,IL
2015-11-01,IL
2015-12-01,IL
2016-01-01,IL
2016-02-01,IL
2016-03-01,IL
2016-04-01,IL
2016-05-01,IL
2016-06-01,IL
2016-07-01,IL
2016-08-01,IL
2016-09-01,IL
2016-10-01,IL
2016-11-01,IL
2016-12-01,IL
2017-01-01,IL
2017-02-01,IL
2017-03-01,IL
2017-04-01,IL
2017-05-01,IL
2017-06-01,IL
2017-07-01,IL
2017-08-01,IL
2017-09-01,IL
2017-10-01,IL
2017-11-01,IL
2017-12-01,IL
2018-01-01,IL
2018-02-01,IL
2018-03-01,IL
2018-04-01,IL
2018-05-01,IL
2018-06-01,IL
2018-07-01,IL
2018-08-01,IL
2018-09-01,IL
2018-10-01,IL
2018-11-01,IL
2018-12-01,IL
2019-01-01,IL
2019-02-01,IL
2019-03-01,IL
2019-04-01,IL
2019-05-01,IL
2019-06-01,IL
2019-07-01,IL
2019-08-01,IL
2019-09-01,IL
2019-10-01,IL
2019-11-01,IL
2019-12-01,IL
2020-01-01,IL
2020-02-01,IL
2020-03-01,IL
2020-04-01,IL
2020-05-01,IL
2020-06-01,IL
2020-07-01,IL
2020-08-01,IL
2020-09-01,IL
2020-10-01,IL
2020-11-01,IL
2020-12-01,IL
2021-01-01,IL
2021-02-01,IL
2021-03-01,IL
2021-04-01,IL
2021-05-01,IL
2021-06-01,IL
2021-07-01,IL
2021-08-01,IL
2021-09-01,IL
2021-10-01,IL
2021-11-01,IL
2021-12-01,IL
2022-01-01,IL
2022-02-01,IL
2022-03-01,IL
2022-04-01,IL
2022-05-01,IL
2022-06-01,IL
2022-07-01,IL
2022-08-01,IL
2022-09-01,IL
2022-10-01,IL
2022-11-01,IL
2022-12-01,IL
2012-01-01,IN
2012-02-01,IN
2012-03-01,IN
2012-04-01,IN
2012-05-01,IN
2012-06-01,IN
2012-07-01,IN
2012-08-01,IN
2012-09-01,IN
2012-10-01,IN
2012-11-01,IN
2012-12-01,IN
2013-01-01,IN
2013-02-01,IN
2013-03-01,IN
2013-04-01,IN
2013-05-01,IN
2013-06-01,IN
2013-07-01,IN
2013-08-01,IN
2013-09-01,IN
2013-10-01,IN
2013-11-01,IN
2013-12-01,IN
2014-01-01,IN
2014-02-01,IN
2014-03-01,IN
2014-04-01,IN
2014-05-01,IN
2014-06-01,IN
2014-07-01,IN
2014-08-01,IN
2014-09-01,IN
2014-10-01,IN
2014-11-01,IN
2014-12-01,IN
2015-01-01,IN
2015-02-01,IN
2015-03-01,IN
2015-04-01,IN
2015-05-01,IN
2015-06-01,IN
2015-07-01,IN
2015-08-01,IN
2015-09-01,IN
2015-10-01,IN
2015-11-01,IN
2015-12-01,IN
2016-01-01,IN
2016-02-01,IN
2016-03-01,IN
2016-04-01,IN
2016-05-01,IN
2016-06-01,IN
2016-07-01,IN
2016-08-01,IN
2016-09-01,IN
2016-10-01,IN
2016-11-01,IN
2016-12-01,IN
2017-01-01,IN
2017-02-01,IN
2017-03-01,IN
2017-04-01,IN
2017-05-01,IN
2017-06-01,IN
2017-07-01,IN
2017-08-01,IN
2017-09-01,IN
2017-10-01,IN
2017-11-01,IN
2017-12-01,IN
2018-01-01,IN
2018-02-01,IN
2018-03-01,IN
2018-04-01,IN
2018-05-01,IN
2018-06-01,IN
2018-07-01,IN
2018-08-01,IN
2018-09-01,IN
2018-10-01,IN
2018-11-01,IN
2018-12-01,IN
2019-01-01,IN
2019-02-01,IN
2019-03-01,IN
2019-04-01,IN
2019-05-01,IN
2019-06-01,IN
2019-07-01,IN
2019-08-01,IN
2019-09-01,IN
2019-10-01,IN
2019-11-01,IN
2019-12-01,IN
2020-01-01,IN
2020-02-01,IN
2020-03-01,IN
2020-04-01,IN
2020-05-01,IN
2020-06-01,IN
2020-07-01,IN
2020-08-01,IN
2020-09-01,IN
2020-10-01,IN
2020-11-01,IN
2020-12-01,IN
2021-01-01,IN
2021-02-01,IN
2021-03-01,IN
2021-04-01,IN
2021-05-01,IN
2021-06-01,IN
2021-07-01,IN
2021-08-01,IN
2021-09-01,IN
2021-10-01,IN
2021-11-01,IN
2021-12-01,IN
2022-01-01,IN
2022-02-01,IN
2022-03-01,IN
2022-04-01,IN
2022-05-01,IN
2022-06-01,IN
2022-07-01,IN
2022-08-01,IN
2022-09-01,IN
2022-10-01,IN
2022-11-01,IN
2022-12-01,IN
2012-01-01,KS
2012-02-01,KS
2012-03-01,KS
2012-04-01,KS
2012-05-01,KS
2012-06-01,KS
2012-07-01,KS
2012-08-01,KS
2012-09-01,KS
2012-10-01,KS
2012-11-01,KS
2012-12-01,KS
2013-01-01,KS
2013-02-01,KS
2013-03-01,KS
2013-04-01,KS
2013-05-01,KS
2013-06-01,KS
2013-07-01,KS
2013-08-01,KS
2013-09-01,KS
2013-10-01,KS
2013-11-01,KS
2013-12-01,KS
2014-01-01,KS
2014-02-01,KS
2014-03-01,KS
2014-04-01,KS
2014-05-01,KS
2014-06-01,KS
2014-07-01,KS
2014-08-01,KS
2014-09-01,KS
2014-10-01,KS
2014-11-01,KS
2014-12-01,KS
2015-01-01,KS
2015-02-01,KS
2015-03-01,KS
2015-04-01,KS
2015-05-01,KS
2015-06-01,KS
2015-07-01,KS
2015-08-01,KS
2015-09-01,KS
2015-10-01,KS
2015-11-01,KS
2015-12-01,KS
2016-01-01,KS
2016-02-01,KS
2016-03-01,KS
2016-04-01,KS
2016-05-01,KS
2016-06-01,KS
2016-07-01,KS
2016-08-01,KS
2016-09-01,KS
2016-10-01,KS
2016-11-01,KS
2016-12-01,KS
2017-01-01,KS
2017-02-01,KS
2017-03-01,KS
2017-04-01,KS
2017-05-01,KS
2017-06-01,KS
2017-07-01,KS
2017-08-01,KS
2017-09-01,KS
2017-10-01,KS
2017-11-01,KS
2017-12-01,KS
2018-01-01,KS
2018-02-01,KS
2018-03-01,KS
2018-04-01,KS
2018-05-01,KS
2018-06-01,KS
2018-07-01,KS
2018-08-01,KS
2018-09-01,KS
2018-10-01,KS
2018-11-01,KS
2018-12-01,KS
2019-01-01,KS
2019-02-01,KS
2019-03-01,KS
2019-04-01,KS
2019-05-01,KS
2019-06-01,KS
2019-07-01,KS
2019-08-01,KS
2019-09-01,KS
2019-10-01,KS
2019-11-01,KS
2019-12-01,KS
2020-01-01,KS
2020-02-01,KS
2020-03-01,KS
2020-04-01,KS
2020-05-01,KS
2020-06-01,KS
2020-07-01,KS
2020-08-01,KS
2020-09-01,KS
2020-10-01,KS
2020-11-01,KS
2020-12-01,KS
2021-01-01,KS
2021-02-01,KS
2021-03-01,KS
2021-04-01,KS
2021-05-01,KS
2021-06-01,KS
2021-07-01,KS
2021-08-01,KS
2021-09-01,KS
2021-10-01,KS
2021-11-01,KS
2021-12-01,KS
2022-01-01,KS
2022-02-01,KS
2022-03-01,KS
2022-04-01,KS
2022-05-01,KS
2022-06-01,KS
2022-07-01,KS
2022-08-01,KS
2022-09-01,KS
2022-10-01,KS
2022-11-01,KS
2022-12-01,KS
2012-01-01,KY
2012-02-01,KY
2012-03-01,KY
2012-04-01,KY
2012-05-01,KY
2012-06-01,KY
2012-07-01,KY
2012-08-01,KY
2012-09-01,KY
2012-10-01,KY
2012-11-01,KY
2012-12-01,KY
2013-01-01,KY
2013-02-01,KY
2013-03-01,KY
2013-04-01,KY
2013-05-01,KY
2013-06-01,KY
2013-07-01,KY
2013-08-01,KY
2013-09-01,KY
2013-10-01,KY
2013-11-01,KY
2013-12-01,KY
2014-01-01,KY
2014-02-01,KY
2014-03-01,KY
2014-04-01,KY
2014-05-01,KY
2014-06-01,KY
2014-07-01,KY
2014-08-01,KY
2014-09-01,KY
2014-10-01,KY
2014-11-01,KY
2014-12-01,KY
2015-01-01,KY
2015-02-01,KY
2015-03-01,KY
2015-04-01,KY
2015-05-01,KY
2015-06-01,KY
2015-07-01,KY
2015-08-01,KY
2015-09-01,KY
2015-10-01,KY
2015-11-01,KY
2015-12-01,KY
2016-01-01,KY
2016-02-01,KY
2016-03-01,KY
2016-04-01,KY
2016-05-01,KY
2016-06-01,KY
2016-07-01,KY
2016-08-01,KY
2016-09-01,KY
2016-10-01,KY
2016-11-01,KY
2016-12-01,KY
2017-01-01,KY
2017-02-01,KY
2017-03-01,KY
2017-04-01,KY
2017-05-01,KY
2017-06-01,KY
2017-07-01,KY
2017-08-01,KY
2017-09-01,KY
2017-10-01,KY
2017-11-01,KY
2017-12-01,KY
2018-01-01,KY
2018-02-01,KY
2018-03-01,KY
2018-04-01,KY
2018-05-01,KY
2018-06-01,KY
2018-07-01,KY
2018-08-01,KY
2018-09-01,KY
2018-10-01,KY
2018-11-01,KY
2018-12-01,KY
2019-01-01,KY
2019-02-01,KY
2019-03-01,KY
2019-04-01,KY
2019-05-01,KY
2019-06-01,KY
2019-07-01,KY
2019-08-01,KY
2019-09-01,KY
2019-10-01,KY
2019-11-01,KY
2019-12-01,KY
2020-01-01,KY
2020-02-01,KY
2020-03-01,KY
2020-04-01,KY
2020-05-01,KY
2020-06-01,KY
2020-07-01,KY
2020-08-01,KY
2020-09-01,KY
2020-10-01,KY
2020-11-01,KY
2020-12-01,KY
2021-01-01,KY
2021-02-01,KY
2021-03-01,KY
2021-04-01,KY
2021-05-01,KY
2021-06-01,KY
2021-07-01,KY
2021-08-01,KY
2021-09-01,KY
2021-10-01,KY
2021-11-01,KY
2021-12-01,KY
2022-01-01,KY
2022-02-01,KY
2022-03-01,KY
2022-04-01,KY
2022-05-01,KY
2022-06-01,KY
2022-07-01,KY
2022-08-01,KY
2022-09-01,KY
2022-10-01,KY
2022-11-01,KY
2022-12-01,KY
2012-01-01,LA
2012-02-01,LA
2012-03-01,LA
2012-04-01,LA
2012-05-01,LA
2012-06-01,LA
2012-07-01,LA
2012-08-01,LA
2012-09-01,LA
2012-10-01,LA
2012-11-01,LA
2012-12-01,LA
2013-01-01,LA
2013-02-01,LA
2013-03-01,LA
2013-04-01,LA
2013-05-01,LA
2013-06-01,LA
2013-07-01,LA
2013-08-01,LA
2013-09-01,LA
2013-10-01,LA
2013-11-01,LA
2013-12-01,LA
2014-01-01,LA
2014-02-01,LA
2014-03-01,LA
2014-04-01,LA
2014-05-01,LA
2014-06-01,LA
2014-07-01,LA
2014-08-01,LA
2014-09-01,LA
2014-10-01,LA
2014-11-01,LA
2014-12-01,LA
2015-01-01,LA
2015-02-01,LA
2015-03-01,LA
2015-04-01,LA
2015-05-01,LA
2015-06-01,LA
2015-07-01,LA
2015-08-01,LA
2015-09-01,LA
2015-10-01,LA
2015-11-01,LA
2015-12-01,LA
2016-01-01,LA
2016-02-01,LA
2016-03-01,LA
2016-04-01,LA
2016-05-01,LA
2016-06-01,LA
2016-07-01,LA
2016-08-01,LA
2016-09-01,LA
2016-10-01,LA
2016-11-01,LA
2016-12-01,LA
2017-01-01,LA
2017-02-01,LA
2017-03-01,LA
2017-04-01,LA
2017-05-01,LA
2017-06-01,LA
2017-07-01,LA
2017-08-01,LA
2017-09-01,LA
2017-10-01,LA
2017-11-01,LA
2017-12-01,LA
2018-01-01,LA
2018-02-01,LA
2018-03-01,LA
2018-04-01,LA
2018-05-01,LA
2018-06-01,LA
2018-07-01,LA
2018-08-01,LA
2018-09-01,LA
2018-10-01,LA
2018-11-01,LA
2018-12-01,LA
2019-01-01,LA
2019-02-01,LA
2019-03-01,LA
2019-04-01,LA
2019-05-01,LA
2019-06-01,LA
2019-07-01,LA
2019-08-01,LA
2019-09-01,LA
2019-10-01,LA
2019-11-01,LA
2019-12-01,LA
2020-01-01,LA
2020-02-01,LA
2020-03-01,LA
2020-04-01,LA
2020-05-01,LA
2020-06-01,LA
2020-07-01,LA
2020-08-01,LA
2020-09-01,LA
2020-10-01,LA
2020-11-01,LA
2020-12-01,LA
2021-01-01,LA
2021-02-01,LA
2021-03-01,LA
2021-04-01,LA
2021-05-01,LA
2021-06-01,LA
2021-07-01,LA
2021-08-01,LA
2021-09-01,LA
2021-10-01,LA
2021-11-01,LA
2021-12-01,LA
2022-01-01,LA
2022-02-01,LA
2022-03-01,LA
2022-04-01,LA
2022-05-01,LA
2022-06-01,LA
2022-07-01,LA
2022-08-01,LA
2022-09-01,LA
2022-10-01,LA
2022-11-01,LA
2022-12-01,LA
2012-01-01,MA
2012-02-01,MA
2012-03-01,MA
2012-04-01,MA
2012-05-01,MA
2012-06-01,MA
2012-07-01,MA
2012-08-01,MA
2012-09-01,MA
2012-10-01,MA
2012-11-01,MA
2012-12-01,MA
2013-01-01,MA
2013-02-01,MA
2013-03-01,MA
2013-04-01,MA
2013-05-01,MA
2013-06-01,MA
2013-07-01,MA
2013-08-01,MA
2013-09-01,MA
2013-10-01,MA
2013-11-01,MA
2013-12-01,MA
2014-01-01,MA
2014-02-01,MA
2014-03-01,MA
2014-04-01,MA
2014-05-01,MA
2014-06-01,MA
2014-07-01,MA
2014-08-01,MA
2014-09-01,MA
2014-10-01,MA
2014-11-01,MA
2014-12-01,MA
2015-01-01,MA
2015-02-01,MA
2015-03-01,MA
2015-04-01,MA
2015-05-01,MA
2015-06-01,MA
2015-07-01,MA
2015-08-01,MA
2015-09-01,MA
2015-10-01,MA
2015-11-01,MA
2015-12-01,MA
2016-01-01,MA
2016-02-01,MA
2016-03-01,MA
2016-04-01,MA
2016-05-01,MA
2016-06-01,MA
2016-07-01,MA
2016-08-01,MA
2016-09-01,MA
2016-10-01,MA
2016-11-01,MA
2016-12-01,MA
2017-01-01,MA
2017-02-01,MA
2017-03-01,MA
2017-04-01,MA
2017-05-01,MA
2017-06-01,MA
2017-07-01,MA
2017-08-01,MA
2017-09-01,MA
2017-10-01,MA
2017-11-01,MA
2017-12-01,MA
2018-01-01,MA
2018-02-01,MA
2018-03-01,MA
2018-04-01,MA
2018-05-01,MA
2018-06-01,MA
2018-07-01,MA
2018-08-01,MA
2018-09-01,MA
2018-10-01,MA
2018-11-01,MA
2018-12-01,MA
2019-01-01,MA
2019-02-01,MA
2019-03-01,MA
2019-04-01,MA
2019-05-01,MA
2019-06-01,MA
2019-07-01,MA
2019-08-01,MA
2019-09-01,MA
2019-10-01,MA
2019-11-01,MA
2019-12-01,MA
2020-01-01,MA
2020-02-01,MA
2020-03-01,MA
2020-04-01,MA
2020-05-01,MA
2020-06-01,MA
2020-07-01,MA
2020-08-01,MA
2020-09-01,MA
2020-10-01,MA
2020-11-01,MA
2020-12-01,MA
2021-01-01,MA
2021-02-01,MA
2021-03-01,MA
2021-04-01,MA
2021-05-01,MA
2021-06-01,MA
2021-07-01,MA
2021-08-01,MA
2021-09-01,MA
2021-10-01,MA
2021-11-01,MA
2021-12-01,MA
2022-01-01,MA
2022-02-01,MA
2022-03-01,MA
2022-04-01,MA
2022-05-01,MA
2022-06-01,MA
2022-07-01,MA
2022-08-01,MA
2022-09-01,MA
2022-10-01,MA
2022-11-01,MA
2022-12-01,MA
2012-01-01,MD
2012-02-01,MD
2012-03-01,MD
2012-04-01,MD
2012-05-01,MD
2012-06-01,MD
2012-07-01,MD
2012-08-01,MD
2012-09-01,MD
2012-10-01,MD
2012-11-01,MD
2012-12-01,MD
2013-01-01,MD
2013-02-01,MD
2013-03-01,MD
2013-04-01,MD
2013-05-01,MD
2013-06-01,MD
2013-07-01,MD
2013-08-01,MD
2013-09-01,MD
2013-10-01,MD
2013-11-01,MD
2013-12-01,MD
2014-01-01,MD
2014-02-01,MD
2014-03-01,MD
2014-04-01,MD
2014-05-01,MD
2014-06-01,MD
2014-07-01,MD
2014-08-01,MD
2014-09-01,MD
2014-10-01,MD
2014-11-01,MD
2014-12-01,MD
2015-01-01,MD
2015-02-01,MD
2015-03-01,MD
2015-04-01,MD
2015-05-01,MD
2015-06-01,MD
2015-07-01,MD
2015-08-01,MD
2015-09-01,MD
2015-10-01,MD
2015-11-01,MD
2015-12-01,MD
2016-01-01,MD
2016-02-01,MD
2016-03-01,MD
2016-04-01,MD
2016-05-01,MD
2016-06-01,MD
2016-07-01,MD
2016-08-01,MD
2016-09-01,MD
2016-10-01,MD
2016-11-01,MD
2016-12-01,MD
2017-01-01,MD
2017-02-01,MD
2017-03-01,MD
2017-04-01,MD
2017-05-01,MD
2017-06-01,MD
2017-07-01,MD
2017-08-01,MD
2017-09-01,MD
2017-10-01,MD
2017-11-01,MD
2017-12-01,MD
2018-01-01,MD
2018-02-01,MD
2018-03-01,MD
2018-04-01,MD
2018-05-01,MD
2018-06-01,MD
2018-07-01,MD
2018-08-01,MD
2018-09-01,MD
2018-10-01,MD
2018-11-01,MD
2018-12-01,MD
2019-01-01,MD
2019-02-01,MD
2019-03-01,MD
2019-04-01,MD
2019-05-01,MD
2019-06-01,MD
2019-07-01,MD
2019-08-01,MD
2019-09-01,MD
2019-10-01,MD
2019-11-01,MD
2019-12-01,MD
2020-01-01,MD
2020-02-01,MD
2020-03-01,MD
2020-04-01,MD
2020-05-01,MD
2020-06-01,MD
2020-07-01,MD
2020-08-01,MD
2020-09-01,MD
2020-10-01,MD
2020-11-01,MD
2020-12-01,MD
2021-01-01,MD
2021-02-01,MD
2021-03-01,MD
2021-04-01,MD
2021-05-01,MD
2021-06-01,MD
2021-07-01,MD
2021-08-01,MD
2021-09-01,MD
2021-10-01,MD
2021-11-01,MD
2021-12-01,MD
2022-01-01,MD
2022-02-01,MD
2022-03-01,MD
2022-04-01,MD
2022-05-01,MD
2022-06-01,MD
2022-07-01,MD
2022-08-01,MD
2022-09-01,MD
2022-10-01,MD
2022-11-01,MD
2022-12-01,MD
2012-01-01,ME
2012-02-01,ME
2012-03-01,ME
2012-04-01,ME
2012-05-01,ME
2012-06-01,ME
2012-07-01,ME
2012-08-01,ME
2012-09-01,ME
2012-10-01,ME
2012-11-01,ME
2012-12-01,ME
2013-01-01,ME
2013-02-01,ME
2013-03-01,ME
2013-04-01,ME
2013-05-01,ME
2013-06-01,ME
2013-07-01,ME
2013-08-01,ME
2013-09-01,ME
2013-10-01,ME
2013-11-01,ME
2013-12-01,ME
2014-01-01,ME
2014-02-01,ME
2014-03-01,ME
2014-04-01,ME
2014-05-01,ME
2014-06-01,ME
2014-07-01,ME
2014-08-01,ME
2014-09-01,ME
2014-10-01,ME
2014-11-01,ME
2014-12-01,ME
2015-01-01,ME
2015-02-01,ME
2015-03-01,ME
2015-04-01,ME
2015-05-01,ME
2015-06-01,ME
2015-07-01,ME
2015-08-01,ME
2015-09-01,ME
2015-10-01,ME
2015-11-01,ME
2015-12-01,ME
2016-01-01,ME
2016-02-01,ME
2016-03-01,ME
2016-04-01,ME
2016-05-01,ME
2016-06-01,ME
2016-07-01,ME
2016-08-01,ME
2016-09-01,ME
2016-10-01,ME
2016-11-01,ME
2016-12-01,ME
2017-01-01,ME
2017-02-01,ME
2017-03-01,ME
2017-04-01,ME
2017-05-01,ME
2017-06-01,ME
2017-07-01,ME
2017-08-01,ME
2017-09-01,ME
2017-10-01,ME
2017-11-01,ME
2017-12-01,ME
2018-01-01,ME
2018-02-01,ME
2018-03-01,ME
2018-04-01,ME
2018-05-01,ME
2018-06-01,ME
2018-07-01,ME
2018-08-01,ME
2018-09-01,ME
2018-10-01,ME
2018-11-01,ME
2018-12-01,ME
2019-01-01,ME
2019-02-01,ME
2019-03-01,ME
2019-04-01,ME
2019-05-01,ME
2019-06-01,ME
2019-07-01,ME
2019-08-01,ME
2019-09-01,ME
2019-10-01,ME
2019-11-01,ME
2019-12-01,ME
2020-01-01,ME
2020-02-01,ME
2020-03-01,ME
2020-04-01,ME
2020-05-01,ME
2020-06-01,ME
2020-07-01,ME
2020-08-01,ME
2020-09-01,ME
2020-10-01,ME
2020-11-01,ME
2020-12-01,ME
2021-01-01,ME
2021-02-01,ME
2021-03-01,ME
2021-04-01,ME
2021-05-01,ME
2021-06-01,ME
2021-07-01,ME
2021-08-01,ME
2021-09-01,ME
2021-10-01,ME
2021-11-01,ME
2021-12-01,ME
2022-01-01,ME
2022-02-01,ME
2022-03-01,ME
2022-04-01,ME
2022-05-01,ME
2022-06-01,ME
2022-07-01,ME
2022-08-01,ME
2022-09-01,ME
2022-10-01,ME
2022-11-01,ME
2022-12-01,ME
2012-01-01,MI
2012-02-01,MI
2012-03-01,MI
2012-04-01,MI
2012-05-01,MI
2012-06-01,MI
2012-07-01,MI
2012-08-01,MI
2012-09-01,MI
2012-10-01,MI
2012-11-01,MI
2012-12-01,MI
