                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-946.376
                ,+ 8 factors in 7 blocks,  AIC                ,2400.751
                ,+ AR(1) idiosyncratic  ,  BIC                ,2865.226
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2574.746
Time:           ,00:20:34               ,  EM Iterations      ,374
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Deaths5         ,-0.12   ,-0.18   ,.       ,-0.08   ,.    ,.          ,.         ,.        ,0.17                   ,0.48
Vax1            ,-0.18   ,0.18    ,-0.19   ,.       ,.    ,.          ,.         ,.        ,0.72                   ,0.02
Vax3            ,-0.21   ,0.18    ,-0.11   ,.       ,.    ,.          ,.         ,.        ,0.72                   ,0.00
Gather1         ,-0.21   ,0.17    ,-0.07   ,.       ,.    ,.          ,.         ,.        ,0.59                   ,0.00
Gather2         ,-0.22   ,0.14    ,-0.01   ,.       ,.    ,.          ,.         ,.        ,0.84                   ,0.05
Gather3         ,-0.22   ,0.12    ,-0.04   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.09
Gather4         ,-0.21   ,0.11    ,-0.09   ,.       ,.    ,.          ,.         ,.        ,0.81                   ,0.17
Curfew          ,0.17    ,-0.08   ,-0.28   ,.       ,.    ,.          ,.         ,.        ,0.65                   ,0.00
Mask1           ,0.17    ,-0.07   ,-0.29   ,.       ,.    ,.          ,.         ,.        ,0.87                   ,0.00
Mask2           ,0.17    ,-0.07   ,-0.29   ,.       ,.    ,.          ,.         ,.        ,0.82                   ,0.00
School          ,0.11    ,-0.07   ,-0.15   ,.       ,.    ,.          ,.         ,.        ,0.83                   ,0.39
ARP             ,0.19    ,-0.06   ,0.06    ,.       ,.    ,.          ,.         ,.        ,0.72                   ,0.29
PPP             ,0.02    ,-0.04   ,-0.02   ,.       ,.    ,.          ,.         ,.        ,-0.06                  ,0.97
CARES           ,0.15    ,0.19    ,0.14    ,.       ,.    ,.          ,.         ,.        ,-0.31                  ,0.28
Cons1           ,0.08    ,0.15    ,.       ,.       ,.    ,-0.08      ,.         ,.        ,-0.29                  ,0.73
Cons2           ,0.18    ,-0.01   ,.       ,.       ,.    ,0.38       ,.         ,.        ,0.10                   ,0.00
Cons3           ,0.18    ,-0.01   ,.       ,.       ,.    ,0.38       ,.         ,.        ,0.09                   ,0.00
Cons4           ,0.21    ,0.05    ,.       ,.       ,.    ,0.31       ,.         ,.        ,-0.03                  ,0.17
Cons5           ,0.21    ,0.05    ,.       ,.       ,.    ,0.31       ,.         ,.        ,-0.06                  ,0.17
Employment1     ,0.16    ,0.01    ,.       ,.       ,.    ,.          ,0.50      ,.        ,0.09                   ,0.08
Employment2     ,0.18    ,0.06    ,.       ,.       ,.    ,.          ,0.46      ,.        ,0.24                   ,0.04
UI              ,0.02    ,-0.09   ,.       ,.       ,.    ,.          ,-0.01     ,.        ,0.58                   ,0.58
PartR           ,-0.14   ,0.01    ,.       ,.       ,.    ,.          ,0.04      ,.        ,0.93                   ,0.13
UR              ,0.13    ,0.12    ,.       ,.       ,.    ,.          ,-0.33     ,.        ,0.12                   ,0.47
CPI             ,0.09    ,0.16    ,.       ,.       ,.    ,.          ,.         ,0.53     ,-0.34                  ,0.43
PCEC            ,-0.00   ,-0.01   ,.       ,.       ,.    ,.          ,.         ,0.70     ,-0.21                  ,0.73
FixAss          ,0.10    ,0.16    ,.       ,.       ,-0.08,.          ,.         ,.        ,-0.12                  ,0.61
Prod            ,0.00    ,-0.00   ,.       ,.       ,0.03 ,.          ,.         ,.        ,-0.01                  ,0.99
GDP             ,-0.12   ,-0.18   ,.       ,.       ,-0.11,.          ,.         ,.        ,0.38                   ,0.37
TBill1mo        ,-0.18   ,0.17    ,.       ,.       ,0.06 ,.          ,.         ,.        ,0.80                   ,0.08
TBill6mo        ,0.04    ,-0.08   ,.       ,.       ,-0.37,.          ,.         ,.        ,0.41                   ,0.19
TBill1yr        ,0.04    ,-0.08   ,.       ,.       ,-0.37,.          ,.         ,.        ,0.41                   ,0.19
TBill5yr        ,0.12    ,-0.08   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.44                   ,0.00
TBill10yr       ,0.13    ,-0.08   ,.       ,.       ,-0.35,.          ,.         ,.        ,0.44                   ,0.00
TBill30yr       ,0.18    ,0.05    ,.       ,.       ,-0.28,.          ,.         ,.        ,0.28                   ,0.11
FFR             ,0.18    ,0.04    ,.       ,.       ,-0.29,.          ,.         ,.        ,0.35                   ,0.11
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.75       ,-0.15      ,Global.1           ,4.94    ,2.46
Global.2,-0.25      ,0.54       ,Global.2           ,2.46    ,5.93
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.83       ,2.10
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.64       ,3.78
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.59    ,4.54
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.01          ,5.19
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.12        ,2.63
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,0.49        ,0.37

Warnings:
[1] Covariance matrix not calculated.
