                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3661.343
                ,+ 7 factors in 7 blocks,  AIC                ,7734.687
                ,+ AR(1) idiosyncratic  ,  BIC                ,8325.399
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,7974.713
Time:           ,22:53:32               ,  EM Iterations      ,182
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Cons3           ,0.18  ,.       ,.       ,.    ,-0.40      ,.         ,.        ,-0.46                  ,0.00
Cons4           ,0.22  ,.       ,.       ,.    ,-0.36      ,.         ,.        ,-0.02                  ,0.95
Cons5           ,0.22  ,.       ,.       ,.    ,-0.36      ,.         ,.        ,-0.02                  ,0.95
Employment1     ,0.17  ,.       ,.       ,.    ,.          ,-0.50     ,.        ,0.06                   ,0.92
Employment2     ,0.21  ,.       ,.       ,.    ,.          ,-0.50     ,.        ,0.20                   ,0.93
UI              ,-0.03 ,.       ,.       ,.    ,.          ,0.05      ,.        ,0.49                   ,0.80
PartR           ,-0.19 ,.       ,.       ,.    ,.          ,-0.36     ,.        ,1.00                   ,0.05
CPI             ,0.10  ,.       ,.       ,.    ,.          ,.         ,0.67     ,0.30                   ,0.34
CPIU            ,0.02  ,.       ,.       ,.    ,.          ,.         ,0.05     ,-0.33                  ,0.89
PCE             ,-0.01 ,.       ,.       ,.    ,.          ,.         ,-0.56    ,-0.40                  ,0.58
PCEC            ,0.02  ,.       ,.       ,.    ,.          ,.         ,0.42     ,-0.04                  ,0.84
FixAss          ,0.09  ,.       ,.       ,-0.05,.          ,.         ,.        ,0.06                   ,1.06
Prod            ,0.02  ,.       ,.       ,0.03 ,.          ,.         ,.        ,-0.00                  ,1.00
GDP             ,-0.14 ,.       ,.       ,0.18 ,.          ,.         ,.        ,0.46                   ,0.73
TBill1mo        ,-0.19 ,.       ,.       ,-0.05,.          ,.         ,.        ,0.91                   ,0.13
TBill6mo        ,0.03  ,.       ,.       ,0.39 ,.          ,.         ,.        ,0.14                   ,0.28
TBill1yr        ,0.03  ,.       ,.       ,0.39 ,.          ,.         ,.        ,0.14                   ,0.27
TBill5yr        ,0.06  ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.60                   ,0.00
TBill10yr       ,0.07  ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.62                   ,0.00
TBill30yr       ,0.10  ,.       ,.       ,0.36 ,.          ,.         ,.        ,0.53                   ,0.24
FFR             ,0.10  ,.       ,.       ,0.35 ,.          ,.         ,.        ,0.58                   ,0.25
    Transition: Factor block 0
      ,L1.Global,   error variance
Global,0.91     ,1.41
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.89       ,1.39
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.56       ,3.31
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.86    ,1.36
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.21          ,5.36
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.83         ,0.01
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.04       ,1.39

Warnings:
[1] Covariance matrix not calculated.
