                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 48 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3736.509
                ,+ 8 factors in 7 blocks,  AIC                ,8001.019
                ,+ AR(1) idiosyncratic  ,  BIC                ,8758.048
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8308.625
Time:           ,23:06:10               ,  EM Iterations      ,241
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
TBill10yr       ,0.01    ,-0.28   ,.       ,.       ,-0.22,.          ,.         ,.        ,0.64                   ,0.00
TBill30yr       ,0.11    ,-0.17   ,.       ,.       ,-0.28,.          ,.         ,.        ,0.43                   ,0.17
FFR             ,0.12    ,-0.17   ,.       ,.       ,-0.28,.          ,.         ,.        ,0.43                   ,0.18
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.89       ,0.09       ,Global.1           ,1.60    ,-1.58
Global.2,0.03       ,0.95       ,Global.2           ,-1.58   ,1.62
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.99       ,0.17
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.47       ,3.87
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.48    ,7.16
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.25          ,5.23
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.95         ,0.04
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.61       ,0.16

Warnings:
[1] Covariance matrix not calculated.
