                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3621.566
                ,+ 8 factors in 7 blocks,  AIC                ,7751.132
                ,+ AR(1) idiosyncratic  ,  BIC                ,8479.485
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8047.086
Time:           ,23:18:34               ,  EM Iterations      ,140
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Employment2     ,0.21    ,0.03    ,.       ,.       ,.    ,.          ,-0.50     ,.        ,0.10                   ,0.09
UI              ,-0.00   ,-0.12   ,.       ,.       ,.    ,.          ,0.11      ,.        ,0.57                   ,0.54
PartR           ,-0.15   ,-0.17   ,.       ,.       ,.    ,.          ,-0.10     ,.        ,0.98                   ,0.07
UR              ,0.13    ,0.07    ,.       ,.       ,.    ,.          ,0.17      ,.        ,0.47                   ,0.66
CPI             ,0.09    ,0.05    ,.       ,.       ,.    ,.          ,.         ,-0.66    ,-0.58                  ,0.28
PCEC            ,0.05    ,-0.01   ,.       ,.       ,.    ,.          ,.         ,-0.69    ,0.42                   ,0.14
FixAss          ,0.09    ,0.11    ,.       ,.       ,-0.06,.          ,.         ,.        ,0.05                   ,1.02
Prod            ,0.05    ,-0.01   ,.       ,.       ,-0.11,.          ,.         ,.        ,-0.07                  ,0.87
GDP             ,-0.11   ,-0.20   ,.       ,.       ,0.07 ,.          ,.         ,.        ,0.25                   ,0.48
TBill1mo        ,-0.19   ,0.13    ,.       ,.       ,-0.20,.          ,.         ,.        ,0.76                   ,0.50
TBill6mo        ,0.02    ,-0.23   ,.       ,.       ,-0.25,.          ,.         ,.        ,0.43                   ,0.16
TBill1yr        ,0.03    ,-0.23   ,.       ,.       ,-0.26,.          ,.         ,.        ,0.39                   ,0.13
TBill5yr        ,0.09    ,-0.24   ,.       ,.       ,-0.21,.          ,.         ,.        ,0.72                   ,0.06
TBill10yr       ,0.10    ,-0.24   ,.       ,.       ,-0.22,.          ,.         ,.        ,0.71                   ,0.05
TBill30yr       ,0.07    ,-0.23   ,.       ,.       ,-0.26,.          ,.         ,.        ,-0.27                  ,0.01
FFR             ,0.08    ,-0.22   ,.       ,.       ,-0.27,.          ,.         ,.        ,0.50                   ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.86       ,0.10       ,Global.1           ,2.64    ,-1.37
Global.2,-0.06      ,0.89       ,Global.2           ,-1.37   ,1.97
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.98       ,0.34
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.45       ,3.59
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.39    ,9.46
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.27          ,5.73
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,-0.00        ,2.27
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.17       ,1.54

Warnings:
[1] Covariance matrix not calculated.
