State,Year,Period,Monetary_4
AK,2022,M07,123.352
AK,2022,M08,124.031
AK,2022,M09,124.607
AK,2022,M10,124.987
AK,2022,M11,125.258
AK,2022,M12,125.727
AL,2012,M01,99.288
AL,2012,M02,99.426
AL,2012,M03,99.595
AL,2012,M04,99.746
AL,2012,M05,99.847
AL,2012,M06,99.95
AL,2012,M07,100.053
AL,2012,M08,100.116
AL,2012,M09,100.24
AL,2012,M10,100.482
AL,2012,M11,100.591
AL,2012,M12,100.664
AL,2013,M01,100.871
AL,2013,M02,100.992
AL,2013,M03,101.085
AL,2013,M04,101.163
AL,2013,M05,101.272
AL,2013,M06,101.438
AL,2013,M07,101.567
AL,2013,M08,101.685
AL,2013,M09,101.799
AL,2013,M10,102.015
AL,2013,M11,102.194
AL,2013,M12,102.333
AL,2014,M01,102.426
AL,2014,M02,102.489
AL,2014,M03,102.684
AL,2014,M04,102.879
AL,2014,M05,103.061
AL,2014,M06,103.18
AL,2014,M07,103.369
AL,2014,M08,103.408
AL,2014,M09,103.536
AL,2014,M10,103.629
AL,2014,M11,103.74
AL,2014,M12,103.837
AL,2015,M01,103.816
AL,2015,M02,103.92
AL,2015,M03,104.08
AL,2015,M04,104.256
AL,2015,M05,104.385
AL,2015,M06,104.511
AL,2015,M07,104.603
AL,2015,M08,104.679
AL,2015,M09,104.814
AL,2015,M10,104.829
AL,2015,M11,104.94
AL,2015,M12,105.009
AL,2016,M01,105.204
AL,2016,M02,105.369
AL,2016,M03,105.521
AL,2016,M04,105.786
AL,2016,M05,105.948
AL,2016,M06,106.077
AL,2016,M07,106.257
AL,2016,M08,106.456
AL,2016,M09,106.579
AL,2016,M10,106.737
AL,2016,M11,106.789
AL,2016,M12,106.929
AL,2017,M01,107.205
AL,2017,M02,107.414
AL,2017,M03,107.364
AL,2017,M04,107.62
AL,2017,M05,107.719
AL,2017,M06,107.876
AL,2017,M07,107.941
AL,2017,M08,108.074
AL,2017,M09,108.215
AL,2017,M10,108.499
AL,2017,M11,108.582
AL,2017,M12,108.742
AL,2018,M01,109.08
AL,2018,M02,109.311
AL,2018,M03,109.562
AL,2018,M04,109.75
AL,2018,M05,109.956
AL,2018,M06,110.073
AL,2018,M07,110.219
AL,2018,M08,110.246
AL,2018,M09,110.476
AL,2018,M10,110.626
AL,2018,M11,110.831
AL,2018,M12,111.009
AL,2019,M01,111.134
AL,2019,M02,111.207
AL,2019,M03,111.35
AL,2019,M04,111.65
AL,2019,M05,111.773
AL,2019,M06,112
AL,2019,M07,112.157
AL,2019,M08,112.27
AL,2019,M09,112.339
AL,2019,M10,112.496
AL,2019,M11,112.524
AL,2019,M12,112.772
AL,2020,M01,113.008
AL,2020,M02,113.206
AL,2020,M03,113.143
AL,2020,M04,112.668
AL,2020,M05,112.819
AL,2020,M06,113.051
AL,2020,M07,113.425
AL,2020,M08,113.782
AL,2020,M09,113.979
AL,2020,M10,114.017
AL,2020,M11,114.048
AL,2020,M12,114.422
AL,2021,M01,114.782
AL,2021,M02,114.975
AL,2021,M03,115.457
AL,2021,M04,116.186
AL,2021,M05,116.787
AL,2021,M06,117.349
AL,2021,M07,117.811
AL,2021,M08,118.199
AL,2021,M09,118.446
AL,2021,M10,118.929
AL,2021,M11,119.543
AL,2021,M12,120.193
AL,2022,M01,120.761
AL,2022,M02,121.205
AL,2022,M03,121.651
AL,2022,M04,122.03
AL,2022,M05,122.488
AL,2022,M06,123.258
AL,2022,M07,123.352
AL,2022,M08,124.031
AL,2022,M09,124.607
AL,2022,M10,124.987
AL,2022,M11,125.258
AL,2022,M12,125.727
AR,2012,M01,99.288
AR,2012,M02,99.426
AR,2012,M03,99.595
AR,2012,M04,99.746
AR,2012,M05,99.847
AR,2012,M06,99.95
AR,2012,M07,100.053
AR,2012,M08,100.116
AR,2012,M09,100.24
AR,2012,M10,100.482
AR,2012,M11,100.591
AR,2012,M12,100.664
AR,2013,M01,100.871
AR,2013,M02,100.992
AR,2013,M03,101.085
AR,2013,M04,101.163
AR,2013,M05,101.272
AR,2013,M06,101.438
AR,2013,M07,101.567
AR,2013,M08,101.685
AR,2013,M09,101.799
AR,2013,M10,102.015
AR,2013,M11,102.194
AR,2013,M12,102.333
AR,2014,M01,102.426
AR,2014,M02,102.489
AR,2014,M03,102.684
AR,2014,M04,102.879
AR,2014,M05,103.061
AR,2014,M06,103.18
AR,2014,M07,103.369
AR,2014,M08,103.408
AR,2014,M09,103.536
AR,2014,M10,103.629
AR,2014,M11,103.74
AR,2014,M12,103.837
AR,2015,M01,103.816
AR,2015,M02,103.92
AR,2015,M03,104.08
AR,2015,M04,104.256
AR,2015,M05,104.385
AR,2015,M06,104.511
AR,2015,M07,104.603
AR,2015,M08,104.679
AR,2015,M09,104.814
AR,2015,M10,104.829
AR,2015,M11,104.94
AR,2015,M12,105.009
AR,2016,M01,105.204
AR,2016,M02,105.369
AR,2016,M03,105.521
AR,2016,M04,105.786
AR,2016,M05,105.948
AR,2016,M06,106.077
AR,2016,M07,106.257
AR,2016,M08,106.456
AR,2016,M09,106.579
AR,2016,M10,106.737
AR,2016,M11,106.789
AR,2016,M12,106.929
AR,2017,M01,107.205
AR,2017,M02,107.414
AR,2017,M03,107.364
AR,2017,M04,107.62
AR,2017,M05,107.719
AR,2017,M06,107.876
AR,2017,M07,107.941
AR,2017,M08,108.074
AR,2017,M09,108.215
AR,2017,M10,108.499
AR,2017,M11,108.582
AR,2017,M12,108.742
AR,2018,M01,109.08
AR,2018,M02,109.311
AR,2018,M03,109.562
AR,2018,M04,109.75
AR,2018,M05,109.956
AR,2018,M06,110.073
AR,2018,M07,110.219
AR,2018,M08,110.246
AR,2018,M09,110.476
AR,2018,M10,110.626
AR,2018,M11,110.831
AR,2018,M12,111.009
AR,2019,M01,111.134
AR,2019,M02,111.207
AR,2019,M03,111.35
AR,2019,M04,111.65
AR,2019,M05,111.773
AR,2019,M06,112
AR,2019,M07,112.157
AR,2019,M08,112.27
AR,2019,M09,112.339
AR,2019,M10,112.496
AR,2019,M11,112.524
AR,2019,M12,112.772
AR,2020,M01,113.008
AR,2020,M02,113.206
AR,2020,M03,113.143
AR,2020,M04,112.668
AR,2020,M05,112.819
AR,2020,M06,113.051
AR,2020,M07,113.425
AR,2020,M08,113.782
AR,2020,M09,113.979
AR,2020,M10,114.017
AR,2020,M11,114.048
AR,2020,M12,114.422
AR,2021,M01,114.782
AR,2021,M02,114.975
AR,2021,M03,115.457
AR,2021,M04,116.186
AR,2021,M05,116.787
AR,2021,M06,117.349
AR,2021,M07,117.811
AR,2021,M08,118.199
AR,2021,M09,118.446
AR,2021,M10,118.929
AR,2021,M11,119.543
AR,2021,M12,120.193
AR,2022,M01,120.761
AR,2022,M02,121.205
AR,2022,M03,121.651
AR,2022,M04,122.03
AR,2022,M05,122.488
AR,2022,M06,123.258
AR,2022,M07,123.352
AR,2022,M08,124.031
AR,2022,M09,124.607
AR,2022,M10,124.987
AR,2022,M11,125.258
AR,2022,M12,125.727
AZ,2012,M01,99.288
AZ,2012,M02,99.426
AZ,2012,M03,99.595
AZ,2012,M04,99.746
AZ,2012,M05,99.847
AZ,2012,M06,99.95
AZ,2012,M07,100.053
AZ,2012,M08,100.116
AZ,2012,M09,100.24
AZ,2012,M10,100.482
AZ,2012,M11,100.591
AZ,2012,M12,100.664
AZ,2013,M01,100.871
AZ,2013,M02,100.992
AZ,2013,M03,101.085
AZ,2013,M04,101.163
AZ,2013,M05,101.272
AZ,2013,M06,101.438
AZ,2013,M07,101.567
AZ,2013,M08,101.685
AZ,2013,M09,101.799
AZ,2013,M10,102.015
AZ,2013,M11,102.194
AZ,2013,M12,102.333
AZ,2014,M01,102.426
AZ,2014,M02,102.489
AZ,2014,M03,102.684
AZ,2014,M04,102.879
AZ,2014,M05,103.061
AZ,2014,M06,103.18
AZ,2014,M07,103.369
AZ,2014,M08,103.408
AZ,2014,M09,103.536
AZ,2014,M10,103.629
AZ,2014,M11,103.74
AZ,2014,M12,103.837
AZ,2015,M01,103.816
AZ,2015,M02,103.92
AZ,2015,M03,104.08
AZ,2015,M04,104.256
AZ,2015,M05,104.385
AZ,2015,M06,104.511
AZ,2015,M07,104.603
AZ,2015,M08,104.679
AZ,2015,M09,104.814
AZ,2015,M10,104.829
AZ,2015,M11,104.94
AZ,2015,M12,105.009
AZ,2016,M01,105.204
AZ,2016,M02,105.369
AZ,2016,M03,105.521
AZ,2016,M04,105.786
AZ,2016,M05,105.948
AZ,2016,M06,106.077
AZ,2016,M07,106.257
AZ,2016,M08,106.456
AZ,2016,M09,106.579
AZ,2016,M10,106.737
AZ,2016,M11,106.789
AZ,2016,M12,106.929
AZ,2017,M01,107.205
AZ,2017,M02,107.414
AZ,2017,M03,107.364
AZ,2017,M04,107.62
AZ,2017,M05,107.719
AZ,2017,M06,107.876
AZ,2017,M07,107.941
AZ,2017,M08,108.074
AZ,2017,M09,108.215
AZ,2017,M10,108.499
AZ,2017,M11,108.582
AZ,2017,M12,108.742
AZ,2018,M01,109.08
AZ,2018,M02,109.311
AZ,2018,M03,109.562
AZ,2018,M04,109.75
AZ,2018,M05,109.956
AZ,2018,M06,110.073
AZ,2018,M07,110.219
AZ,2018,M08,110.246
AZ,2018,M09,110.476
AZ,2018,M10,110.626
AZ,2018,M11,110.831
AZ,2018,M12,111.009
AZ,2019,M01,111.134
AZ,2019,M02,111.207
AZ,2019,M03,111.35
AZ,2019,M04,111.65
AZ,2019,M05,111.773
AZ,2019,M06,112
AZ,2019,M07,112.157
AZ,2019,M08,112.27
AZ,2019,M09,112.339
AZ,2019,M10,112.496
AZ,2019,M11,112.524
AZ,2019,M12,112.772
AZ,2020,M01,113.008
AZ,2020,M02,113.206
AZ,2020,M03,113.143
AZ,2020,M04,112.668
AZ,2020,M05,112.819
AZ,2020,M06,113.051
AZ,2020,M07,113.425
AZ,2020,M08,113.782
AZ,2020,M09,113.979
AZ,2020,M10,114.017
AZ,2020,M11,114.048
AZ,2020,M12,114.422
AZ,2021,M01,114.782
AZ,2021,M02,114.975
AZ,2021,M03,115.457
AZ,2021,M04,116.186
AZ,2021,M05,116.787
AZ,2021,M06,117.349
AZ,2021,M07,117.811
AZ,2021,M08,118.199
AZ,2021,M09,118.446
AZ,2021,M10,118.929
AZ,2021,M11,119.543
AZ,2021,M12,120.193
AZ,2022,M01,120.761
AZ,2022,M02,121.205
AZ,2022,M03,121.651
AZ,2022,M04,122.03
AZ,2022,M05,122.488
AZ,2022,M06,123.258
AZ,2022,M07,123.352
AZ,2022,M08,124.031
AZ,2022,M09,124.607
AZ,2022,M10,124.987
AZ,2022,M11,125.258
AZ,2022,M12,125.727
CA,2012,M01,99.288
CA,2012,M02,99.426
CA,2012,M03,99.595
CA,2012,M04,99.746
CA,2012,M05,99.847
CA,2012,M06,99.95
CA,2012,M07,100.053
CA,2012,M08,100.116
CA,2012,M09,100.24
CA,2012,M10,100.482
CA,2012,M11,100.591
CA,2012,M12,100.664
CA,2013,M01,100.871
CA,2013,M02,100.992
CA,2013,M03,101.085
CA,2013,M04,101.163
CA,2013,M05,101.272
CA,2013,M06,101.438
CA,2013,M07,101.567
CA,2013,M08,101.685
CA,2013,M09,101.799
CA,2013,M10,102.015
CA,2013,M11,102.194
CA,2013,M12,102.333
CA,2014,M01,102.426
CA,2014,M02,102.489
CA,2014,M03,102.684
CA,2014,M04,102.879
CA,2014,M05,103.061
CA,2014,M06,103.18
CA,2014,M07,103.369
CA,2014,M08,103.408
CA,2014,M09,103.536
CA,2014,M10,103.629
CA,2014,M11,103.74
CA,2014,M12,103.837
CA,2015,M01,103.816
CA,2015,M02,103.92
CA,2015,M03,104.08
CA,2015,M04,104.256
CA,2015,M05,104.385
CA,2015,M06,104.511
CA,2015,M07,104.603
CA,2015,M08,104.679
CA,2015,M09,104.814
CA,2015,M10,104.829
CA,2015,M11,104.94
CA,2015,M12,105.009
CA,2016,M01,105.204
CA,2016,M02,105.369
CA,2016,M03,105.521
CA,2016,M04,105.786
CA,2016,M05,105.948
CA,2016,M06,106.077
CA,2016,M07,106.257
CA,2016,M08,106.456
CA,2016,M09,106.579
CA,2016,M10,106.737
CA,2016,M11,106.789
CA,2016,M12,106.929
CA,2017,M01,107.205
CA,2017,M02,107.414
CA,2017,M03,107.364
CA,2017,M04,107.62
CA,2017,M05,107.719
CA,2017,M06,107.876
CA,2017,M07,107.941
CA,2017,M08,108.074
CA,2017,M09,108.215
CA,2017,M10,108.499
CA,2017,M11,108.582
CA,2017,M12,108.742
CA,2018,M01,109.08
CA,2018,M02,109.311
CA,2018,M03,109.562
CA,2018,M04,109.75
CA,2018,M05,109.956
CA,2018,M06,110.073
CA,2018,M07,110.219
CA,2018,M08,110.246
CA,2018,M09,110.476
CA,2018,M10,110.626
CA,2018,M11,110.831
CA,2018,M12,111.009
CA,2019,M01,111.134
CA,2019,M02,111.207
CA,2019,M03,111.35
CA,2019,M04,111.65
CA,2019,M05,111.773
CA,2019,M06,112
CA,2019,M07,112.157
CA,2019,M08,112.27
CA,2019,M09,112.339
CA,2019,M10,112.496
CA,2019,M11,112.524
CA,2019,M12,112.772
CA,2020,M01,113.008
CA,2020,M02,113.206
CA,2020,M03,113.143
CA,2020,M04,112.668
CA,2020,M05,112.819
CA,2020,M06,113.051
CA,2020,M07,113.425
CA,2020,M08,113.782
CA,2020,M09,113.979
CA,2020,M10,114.017
CA,2020,M11,114.048
CA,2020,M12,114.422
CA,2021,M01,114.782
CA,2021,M02,114.975
CA,2021,M03,115.457
CA,2021,M04,116.186
CA,2021,M05,116.787
CA,2021,M06,117.349
CA,2021,M07,117.811
CA,2021,M08,118.199
CA,2021,M09,118.446
CA,2021,M10,118.929
CA,2021,M11,119.543
CA,2021,M12,120.193
CA,2022,M01,120.761
CA,2022,M02,121.205
CA,2022,M03,121.651
CA,2022,M04,122.03
CA,2022,M05,122.488
CA,2022,M06,123.258
CA,2022,M07,123.352
CA,2022,M08,124.031
CA,2022,M09,124.607
CA,2022,M10,124.987
CA,2022,M11,125.258
CA,2022,M12,125.727
CO,2012,M01,99.288
CO,2012,M02,99.426
CO,2012,M03,99.595
CO,2012,M04,99.746
CO,2012,M05,99.847
CO,2012,M06,99.95
CO,2012,M07,100.053
CO,2012,M08,100.116
CO,2012,M09,100.24
CO,2012,M10,100.482
CO,2012,M11,100.591
CO,2012,M12,100.664
CO,2013,M01,100.871
CO,2013,M02,100.992
CO,2013,M03,101.085
CO,2013,M04,101.163
CO,2013,M05,101.272
CO,2013,M06,101.438
CO,2013,M07,101.567
CO,2013,M08,101.685
CO,2013,M09,101.799
CO,2013,M10,102.015
CO,2013,M11,102.194
CO,2013,M12,102.333
CO,2014,M01,102.426
CO,2014,M02,102.489
CO,2014,M03,102.684
CO,2014,M04,102.879
CO,2014,M05,103.061
CO,2014,M06,103.18
CO,2014,M07,103.369
CO,2014,M08,103.408
CO,2014,M09,103.536
CO,2014,M10,103.629
CO,2014,M11,103.74
CO,2014,M12,103.837
CO,2015,M01,103.816
CO,2015,M02,103.92
CO,2015,M03,104.08
CO,2015,M04,104.256
CO,2015,M05,104.385
CO,2015,M06,104.511
CO,2015,M07,104.603
CO,2015,M08,104.679
CO,2015,M09,104.814
CO,2015,M10,104.829
CO,2015,M11,104.94
CO,2015,M12,105.009
CO,2016,M01,105.204
CO,2016,M02,105.369
CO,2016,M03,105.521
CO,2016,M04,105.786
CO,2016,M05,105.948
CO,2016,M06,106.077
CO,2016,M07,106.257
CO,2016,M08,106.456
CO,2016,M09,106.579
CO,2016,M10,106.737
CO,2016,M11,106.789
CO,2016,M12,106.929
CO,2017,M01,107.205
CO,2017,M02,107.414
CO,2017,M03,107.364
CO,2017,M04,107.62
CO,2017,M05,107.719
CO,2017,M06,107.876
CO,2017,M07,107.941
CO,2017,M08,108.074
CO,2017,M09,108.215
CO,2017,M10,108.499
CO,2017,M11,108.582
CO,2017,M12,108.742
CO,2018,M01,109.08
CO,2018,M02,109.311
CO,2018,M03,109.562
CO,2018,M04,109.75
CO,2018,M05,109.956
CO,2018,M06,110.073
CO,2018,M07,110.219
CO,2018,M08,110.246
CO,2018,M09,110.476
CO,2018,M10,110.626
CO,2018,M11,110.831
CO,2018,M12,111.009
CO,2019,M01,111.134
CO,2019,M02,111.207
CO,2019,M03,111.35
CO,2019,M04,111.65
CO,2019,M05,111.773
CO,2019,M06,112
CO,2019,M07,112.157
CO,2019,M08,112.27
CO,2019,M09,112.339
CO,2019,M10,112.496
CO,2019,M11,112.524
CO,2019,M12,112.772
CO,2020,M01,113.008
CO,2020,M02,113.206
CO,2020,M03,113.143
CO,2020,M04,112.668
CO,2020,M05,112.819
CO,2020,M06,113.051
CO,2020,M07,113.425
CO,2020,M08,113.782
CO,2020,M09,113.979
CO,2020,M10,114.017
CO,2020,M11,114.048
CO,2020,M12,114.422
CO,2021,M01,114.782
CO,2021,M02,114.975
CO,2021,M03,115.457
CO,2021,M04,116.186
CO,2021,M05,116.787
CO,2021,M06,117.349
CO,2021,M07,117.811
CO,2021,M08,118.199
CO,2021,M09,118.446
CO,2021,M10,118.929
CO,2021,M11,119.543
CO,2021,M12,120.193
CO,2022,M01,120.761
CO,2022,M02,121.205
CO,2022,M03,121.651
CO,2022,M04,122.03
CO,2022,M05,122.488
CO,2022,M06,123.258
CO,2022,M07,123.352
CO,2022,M08,124.031
CO,2022,M09,124.607
CO,2022,M10,124.987
CO,2022,M11,125.258
CO,2022,M12,125.727
CT,2012,M01,99.288
CT,2012,M02,99.426
CT,2012,M03,99.595
CT,2012,M04,99.746
CT,2012,M05,99.847
CT,2012,M06,99.95
CT,2012,M07,100.053
CT,2012,M08,100.116
CT,2012,M09,100.24
CT,2012,M10,100.482
CT,2012,M11,100.591
CT,2012,M12,100.664
CT,2013,M01,100.871
CT,2013,M02,100.992
CT,2013,M03,101.085
CT,2013,M04,101.163
CT,2013,M05,101.272
CT,2013,M06,101.438
CT,2013,M07,101.567
CT,2013,M08,101.685
CT,2013,M09,101.799
CT,2013,M10,102.015
CT,2013,M11,102.194
CT,2013,M12,102.333
CT,2014,M01,102.426
CT,2014,M02,102.489
CT,2014,M03,102.684
CT,2014,M04,102.879
CT,2014,M05,103.061
CT,2014,M06,103.18
CT,2014,M07,103.369
CT,2014,M08,103.408
CT,2014,M09,103.536
CT,2014,M10,103.629
CT,2014,M11,103.74
CT,2014,M12,103.837
CT,2015,M01,103.816
CT,2015,M02,103.92
CT,2015,M03,104.08
CT,2015,M04,104.256
CT,2015,M05,104.385
CT,2015,M06,104.511
CT,2015,M07,104.603
CT,2015,M08,104.679
CT,2015,M09,104.814
CT,2015,M10,104.829
CT,2015,M11,104.94
CT,2015,M12,105.009
CT,2016,M01,105.204
CT,2016,M02,105.369
CT,2016,M03,105.521
CT,2016,M04,105.786
CT,2016,M05,105.948
CT,2016,M06,106.077
CT,2016,M07,106.257
CT,2016,M08,106.456
CT,2016,M09,106.579
CT,2016,M10,106.737
CT,2016,M11,106.789
CT,2016,M12,106.929
CT,2017,M01,107.205
CT,2017,M02,107.414
CT,2017,M03,107.364
CT,2017,M04,107.62
CT,2017,M05,107.719
CT,2017,M06,107.876
CT,2017,M07,107.941
CT,2017,M08,108.074
CT,2017,M09,108.215
CT,2017,M10,108.499
CT,2017,M11,108.582
CT,2017,M12,108.742
CT,2018,M01,109.08
CT,2018,M02,109.311
CT,2018,M03,109.562
CT,2018,M04,109.75
CT,2018,M05,109.956
CT,2018,M06,110.073
CT,2018,M07,110.219
CT,2018,M08,110.246
CT,2018,M09,110.476
CT,2018,M10,110.626
CT,2018,M11,110.831
CT,2018,M12,111.009
CT,2019,M01,111.134
CT,2019,M02,111.207
CT,2019,M03,111.35
CT,2019,M04,111.65
CT,2019,M05,111.773
CT,2019,M06,112
CT,2019,M07,112.157
CT,2019,M08,112.27
CT,2019,M09,112.339
CT,2019,M10,112.496
CT,2019,M11,112.524
CT,2019,M12,112.772
CT,2020,M01,113.008
CT,2020,M02,113.206
CT,2020,M03,113.143
CT,2020,M04,112.668
CT,2020,M05,112.819
CT,2020,M06,113.051
CT,2020,M07,113.425
CT,2020,M08,113.782
CT,2020,M09,113.979
CT,2020,M10,114.017
CT,2020,M11,114.048
CT,2020,M12,114.422
CT,2021,M01,114.782
CT,2021,M02,114.975
CT,2021,M03,115.457
CT,2021,M04,116.186
CT,2021,M05,116.787
CT,2021,M06,117.349
CT,2021,M07,117.811
CT,2021,M08,118.199
CT,2021,M09,118.446
CT,2021,M10,118.929
CT,2021,M11,119.543
CT,2021,M12,120.193
CT,2022,M01,120.761
CT,2022,M02,121.205
CT,2022,M03,121.651
CT,2022,M04,122.03
CT,2022,M05,122.488
CT,2022,M06,123.258
CT,2022,M07,123.352
CT,2022,M08,124.031
CT,2022,M09,124.607
CT,2022,M10,124.987
CT,2022,M11,125.258
CT,2022,M12,125.727
DE,2012,M01,99.288
DE,2012,M02,99.426
DE,2012,M03,99.595
DE,2012,M04,99.746
DE,2012,M05,99.847
DE,2012,M06,99.95
DE,2012,M07,100.053
DE,2012,M08,100.116
DE,2012,M09,100.24
DE,2012,M10,100.482
DE,2012,M11,100.591
DE,2012,M12,100.664
DE,2013,M01,100.871
DE,2013,M02,100.992
DE,2013,M03,101.085
DE,2013,M04,101.163
DE,2013,M05,101.272
DE,2013,M06,101.438
DE,2013,M07,101.567
DE,2013,M08,101.685
DE,2013,M09,101.799
DE,2013,M10,102.015
DE,2013,M11,102.194
DE,2013,M12,102.333
DE,2014,M01,102.426
DE,2014,M02,102.489
DE,2014,M03,102.684
DE,2014,M04,102.879
DE,2014,M05,103.061
DE,2014,M06,103.18
DE,2014,M07,103.369
DE,2014,M08,103.408
DE,2014,M09,103.536
DE,2014,M10,103.629
DE,2014,M11,103.74
DE,2014,M12,103.837
DE,2015,M01,103.816
DE,2015,M02,103.92
DE,2015,M03,104.08
DE,2015,M04,104.256
DE,2015,M05,104.385
DE,2015,M06,104.511
DE,2015,M07,104.603
DE,2015,M08,104.679
DE,2015,M09,104.814
DE,2015,M10,104.829
DE,2015,M11,104.94
DE,2015,M12,105.009
DE,2016,M01,105.204
DE,2016,M02,105.369
DE,2016,M03,105.521
DE,2016,M04,105.786
DE,2016,M05,105.948
DE,2016,M06,106.077
DE,2016,M07,106.257
DE,2016,M08,106.456
DE,2016,M09,106.579
DE,2016,M10,106.737
DE,2016,M11,106.789
DE,2016,M12,106.929
DE,2017,M01,107.205
DE,2017,M02,107.414
DE,2017,M03,107.364
DE,2017,M04,107.62
DE,2017,M05,107.719
DE,2017,M06,107.876
DE,2017,M07,107.941
DE,2017,M08,108.074
DE,2017,M09,108.215
DE,2017,M10,108.499
DE,2017,M11,108.582
DE,2017,M12,108.742
DE,2018,M01,109.08
DE,2018,M02,109.311
DE,2018,M03,109.562
DE,2018,M04,109.75
DE,2018,M05,109.956
DE,2018,M06,110.073
DE,2018,M07,110.219
DE,2018,M08,110.246
DE,2018,M09,110.476
DE,2018,M10,110.626
DE,2018,M11,110.831
DE,2018,M12,111.009
DE,2019,M01,111.134
DE,2019,M02,111.207
DE,2019,M03,111.35
DE,2019,M04,111.65
DE,2019,M05,111.773
DE,2019,M06,112
DE,2019,M07,112.157
DE,2019,M08,112.27
DE,2019,M09,112.339
DE,2019,M10,112.496
DE,2019,M11,112.524
DE,2019,M12,112.772
DE,2020,M01,113.008
DE,2020,M02,113.206
DE,2020,M03,113.143
DE,2020,M04,112.668
DE,2020,M05,112.819
DE,2020,M06,113.051
DE,2020,M07,113.425
DE,2020,M08,113.782
DE,2020,M09,113.979
DE,2020,M10,114.017
DE,2020,M11,114.048
DE,2020,M12,114.422
DE,2021,M01,114.782
DE,2021,M02,114.975
DE,2021,M03,115.457
DE,2021,M04,116.186
DE,2021,M05,116.787
DE,2021,M06,117.349
DE,2021,M07,117.811
DE,2021,M08,118.199
DE,2021,M09,118.446
DE,2021,M10,118.929
DE,2021,M11,119.543
DE,2021,M12,120.193
DE,2022,M01,120.761
DE,2022,M02,121.205
DE,2022,M03,121.651
DE,2022,M04,122.03
DE,2022,M05,122.488
DE,2022,M06,123.258
DE,2022,M07,123.352
DE,2022,M08,124.031
DE,2022,M09,124.607
DE,2022,M10,124.987
DE,2022,M11,125.258
DE,2022,M12,125.727
FL,2012,M01,99.288
FL,2012,M02,99.426
FL,2012,M03,99.595
FL,2012,M04,99.746
FL,2012,M05,99.847
FL,2012,M06,99.95
FL,2012,M07,100.053
FL,2012,M08,100.116
FL,2012,M09,100.24
