                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 46 more  ,  No. Observations:  ,130
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-3930.811
                ,+ 7 factors in 7 blocks,  AIC                ,8265.622
                ,+ AR(1) idiosyncratic  ,  BIC                ,8844.864
Date:           ,Sun, 02 Jun 2024       ,  HQIC               ,8500.987
Time:           ,22:41:17               ,  EM Iterations      ,252
Sample:         ,03-01-2012             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                            Observation equation:
Factor loadings:,Global,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
PCE             ,0.02  ,.       ,.       ,.    ,.          ,.         ,-0.44    ,-0.00                  ,0.99
PCEC            ,-0.03 ,.       ,.       ,.    ,.          ,.         ,0.51     ,0.01                   ,0.98
FixAss          ,0.06  ,.       ,.       ,-0.03,.          ,.         ,.        ,-0.03                  ,0.97
Prod            ,0.05  ,.       ,.       ,0.14 ,.          ,.         ,.        ,0.02                   ,0.94
GDP             ,-0.13 ,.       ,.       ,0.21 ,.          ,.         ,.        ,0.37                   ,0.59
TBill1mo        ,-0.17 ,.       ,.       ,-0.03,.          ,.         ,.        ,0.90                   ,0.17
TBill6mo        ,0.03  ,.       ,.       ,0.39 ,.          ,.         ,.        ,0.02                   ,0.18
TBill1yr        ,0.03  ,.       ,.       ,0.40 ,.          ,.         ,.        ,0.09                   ,0.16
TBill5yr        ,0.09  ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.76                   ,0.01
TBill10yr       ,0.09  ,.       ,.       ,0.41 ,.          ,.         ,.        ,0.96                   ,0.00
TBill30yr       ,0.14  ,.       ,.       ,0.32 ,.          ,.         ,.        ,0.53                   ,0.29
FFR             ,0.15  ,.       ,.       ,0.30 ,.          ,.         ,.        ,0.53                   ,0.28
    Transition: Factor block 0
      ,L1.Global,   error variance
Global,0.82     ,1.42
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.88       ,1.47
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.40       ,5.03
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.84    ,1.62
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,-0.01         ,4.72
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.54         ,0.47
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.04       ,0.07

Warnings:
[1] Covariance matrix not calculated.
