                         Dynamic Factor Results
Dep. Variable:  ,"Cases1", and 47 more  ,  No. Observations:  ,46
Model:          ,Dynamic Factor Model   ,  Log Likelihood     ,-759.024
                ,+ 8 factors in 7 blocks,  AIC                ,2036.049
                ,+ AR(1) idiosyncratic  ,  BIC                ,2509.667
Date:           ,Mon, 03 Jun 2024       ,  HQIC               ,2213.469
Time:           ,00:23:37               ,  EM Iterations      ,359
Sample:         ,03-01-2019             ,                     ,
                ,- 12-01-2022           ,                     ,
Covariance Type:,Not computed           ,                     ,
                                                 Observation equation:
Factor loadings:,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,   idiosyncratic: AR(1),var.
Gather4         ,-0.16   ,0.16    ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.90                   ,0.13
Curfew          ,0.12    ,-0.15   ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.82                   ,0.00
Mask1           ,0.12    ,-0.15   ,-0.18   ,.       ,.    ,.          ,.         ,.        ,0.84                   ,0.00
Mask2           ,0.12    ,-0.15   ,-0.17   ,.       ,.    ,.          ,.         ,.        ,0.82                   ,0.00
School          ,0.08    ,-0.11   ,-0.15   ,.       ,.    ,.          ,.         ,.        ,0.80                   ,0.41
ARP             ,0.13    ,-0.08   ,0.14    ,.       ,.    ,.          ,.         ,.        ,0.73                   ,0.33
PPP             ,0.00    ,-0.03   ,0.00    ,.       ,.    ,.          ,.         ,.        ,-0.05                  ,0.97
CARES           ,0.20    ,0.15    ,0.08    ,.       ,.    ,.          ,.         ,.        ,0.08                   ,0.18
Cons1           ,0.13    ,0.13    ,.       ,.       ,.    ,-0.03      ,.         ,.        ,-0.05                  ,0.62
Cons2           ,0.15    ,-0.09   ,.       ,.       ,.    ,0.37       ,.         ,.        ,-0.19                  ,0.00
Cons3           ,0.15    ,-0.09   ,.       ,.       ,.    ,0.37       ,.         ,.        ,-0.17                  ,0.00
Cons4           ,0.21    ,-0.02   ,.       ,.       ,.    ,0.31       ,.         ,.        ,0.04                   ,0.17
Cons5           ,0.21    ,-0.02   ,.       ,.       ,.    ,0.31       ,.         ,.        ,0.12                   ,0.15
Employment1     ,0.14    ,-0.08   ,.       ,.       ,.    ,.          ,-0.54     ,.        ,-0.56                  ,0.04
Employment2     ,0.19    ,-0.02   ,.       ,.       ,.    ,.          ,-0.48     ,.        ,0.12                   ,0.10
UI              ,0.00    ,-0.06   ,.       ,.       ,.    ,.          ,0.17      ,.        ,0.54                   ,0.64
PartR           ,-0.11   ,0.10    ,.       ,.       ,.    ,.          ,-0.11     ,.        ,0.88                   ,0.13
CPI             ,0.13    ,0.10    ,.       ,.       ,.    ,.          ,.         ,-0.36    ,-0.11                  ,0.60
CPIU            ,-0.01   ,-0.01   ,.       ,.       ,.    ,.          ,.         ,0.56     ,-0.11                  ,0.59
PCE             ,0.03    ,-0.01   ,.       ,.       ,.    ,.          ,.         ,-0.57    ,-0.18                  ,0.57
PCEC            ,0.20    ,0.15    ,.       ,.       ,.    ,.          ,.         ,0.13     ,-0.14                  ,0.12
FixAss          ,0.14    ,0.14    ,.       ,.       ,-0.02,.          ,.         ,.        ,-0.04                  ,0.54
Prod            ,0.15    ,0.12    ,.       ,.       ,-0.03,.          ,.         ,.        ,-0.04                  ,0.55
GDP             ,-0.15   ,-0.07   ,.       ,.       ,0.21 ,.          ,.         ,.        ,0.22                   ,0.83
TBill1mo        ,-0.12   ,0.16    ,.       ,.       ,-0.18,.          ,.         ,.        ,0.48                   ,0.30
TBill6mo        ,0.05    ,-0.02   ,.       ,.       ,0.38 ,.          ,.         ,.        ,0.05                   ,0.17
TBill1yr        ,0.06    ,-0.02   ,.       ,.       ,0.38 ,.          ,.         ,.        ,0.08                   ,0.17
TBill5yr        ,0.19    ,0.04    ,.       ,.       ,0.28 ,.          ,.         ,.        ,0.76                   ,0.00
TBill10yr       ,0.20    ,0.04    ,.       ,.       ,0.27 ,.          ,.         ,.        ,-0.14                  ,0.00
TBill30yr       ,0.24    ,0.11    ,.       ,.       ,0.07 ,.          ,.         ,.        ,0.09                   ,0.00
FFR             ,0.24    ,0.10    ,.       ,.       ,0.08 ,.          ,.         ,.        ,-0.14                  ,0.00
                      Transition: Factor block 0
        ,L1.Global.1,L1.Global.2,   error covariance,Global.1,Global.2
Global.1,0.55       ,-0.27      ,Global.1           ,9.37    ,5.35
Global.2,-0.31      ,0.67       ,Global.2           ,5.35    ,6.69
      Transition: Factor block 1
        ,L1.Response,   error variance
Response,0.81       ,3.25
      Transition: Factor block 2
        ,L1.Pandemic,   error variance
Pandemic,0.62       ,3.42
   Transition: Factor block 3
     ,L1.Uncat,   error variance
Uncat,0.59    ,4.76
         Transition: Factor block 4
           ,L1.Consumption,   error variance
Consumption,0.16          ,6.26
        Transition: Factor block 5
          ,L1.Employment,   error variance
Employment,0.07         ,2.63
       Transition: Factor block 6
         ,L1.Inflation,   error variance
Inflation,-0.03       ,1.14

Warnings:
[1] Covariance matrix not calculated.
